,wdsp,prcp,temp,sndp,total_num_of_crimes
1936,10.1,0,39.9,0,0.622406639
1806,12.9,0.01,86,0,0.765560166
109,9.8,0.08,49.1,0,0.728395062
1900,16.1,0.08,50.8,0,0.636929461
763,8.7,0,55.9,0,0.001318815
961,5.3,0.3,57.8,0,0.00142117
408,6.2,0,29.2,0,0.533333333
722,8.9,0,40.8,0,0.001137724
293,15.3,0,48.5,0,0.592592593
419,9.1,0.21,54.6,0,0.553846154
794,6.1,0,60.8,0,0.001495969
1353,15.9,0.01,56.6,0,0.611881188
1534,5.4,0,79.9,0,0.811881188
305,15.2,0,15.6,0,0.552028219
1712,15.8,0.06,45.6,0,0.728215768
1850,3.8,0.67,71.3,0,0.782157676
1088,8.1,0.24,48.6,0,0.683809524
746,15.2,0.39,60.9,0,0.001354245
1524,7.8,0.04,77.7,0,0.861386139
1525,4.9,0,77.1,0,0.851485149
156,6.8,0.84,68.3,0,0.724867725
1176,7.4,0,75.4,0,0.683809524
278,5.8,0,50.4,0,0.590828924
192,7.3,0,75.5,0,0.680776014
639,12,0.03,53.1,0,0.54017094
1739,4,0,55.7,0,0.773858921
427,3.8,0,62.4,0,0.632478632
1688,10.5,0,35,0,0.630705394
341,11.8,0,45.8,0,0.57319224
1863,9.3,0,71.6,0,0.780082988
526,8.2,0,80.8,0,0.64957265
1760,7.6,0,67,0,0.790456432
1744,10.7,0.47,66.1,0,0.736514523
684,8.6,0,33.9,1.2,0.001314878
477,9.6,0,62.4,0,0.564102564
306,12.2,0,24.5,0,0.532627866
407,12.1,0.01,30.8,1.2,0.601709402
1827,5.3,0,75,0,0.734439834
517,6.9,0,69.4,0,0.531623932
595,13,0.02,53.4,0,0.492307692
1386,10,0.01,28.8,0,0.592079208
1887,7.5,0,61.7,0,0.728215768
1666,4.4,0,26.7,0,0.730290456
519,8,0.03,82.5,0,0.613675214
1661,8.4,0,37.9,0,0.70746888
1286,11.3,0,68.6,0,0.672380952
954,7.4,0.63,49,0,0.001283384
1787,6.9,0.26,79.2,0,0.919087137
1398,13,0,34.3,0,0.60990099
366,12.7,0.03,36.1,0,0.582905983
613,7.5,0,61.2,0,0.618803419
1046,12.1,0,34.4,0,0.596190476
974,2.9,0,49.6,0,0.001429044
1394,9.7,0.14,36.7,0,0.691089109
532,9.9,0,80.7,0,0.668376068
39,6.5,0.27,37,2,0.590828924
280,5.1,0,59.1,0,0.693121693
806,6,1.09,69.9,0,0.001751858
423,10.5,0.11,63.3,0,0.625641026
797,5.7,0,68.5,0,0.001495969
36,8.7,0,23.9,11,0.504409171
352,9.1,0,23.5,3.1,0.664957265
1139,5.4,0,60.8,0,0.672380952
1280,12.9,5.2,60.9,0,0.563809524
1293,10.9,0,38.7,0,0.56952381
1418,9.5,0.02,45.8,0,0.702970297
1512,10.8,0.52,71.5,0,0.693069307
1481,6.3,0.03,70.4,0,0.930693069
33,6.8,0,22.2,7.1,0.507936508
345,4.9,0.08,34.3,0,0.478632479
1226,11.1,0.69,75.2,0,0.740952381
436,10.7,0.34,47.1,0,0.606837607
745,11.2,0,51.4,0,0.00140936
146,7.3,0.21,65.9,0,0.701940035
1729,10.4,0.32,48.6,0,0.751037344
163,6,0.02,66.1,0,0.712522046
580,9.6,1.7,66.8,0,0.622222222
322,11,0,39,0,0.567901235
335,4.1,0,31.2,0,0.67372134
1592,7.3,0,41.6,0,0.63960396
700,9.2,0,37.1,0,0.001153471
902,8.1,0,77.6,0,0.001488095
1748,13.1,0.02,72.1,0,0.825726141
1294,7.6,0.01,40,0,0.632380952
99,10.9,0.51,53.3,0,0.634920635
295,11.3,0,45.1,0,0.58377425
907,7.8,0.02,70.3,0,0.001314878
1500,7.3,0,80.1,0,0.752475248
623,10.9,0.74,54.7,0,0.709401709
1425,9.1,0,51.9,0,0.63960396
1319,10,0,44.8,0,0.605714286
165,9.2,0,81.3,0,0.708994709
729,4.7,0.79,46.3,0,0.001318815
857,7.7,0.74,81.1,0,0.001488095
1914,7.6,0,24.6,0,0.649377593
1006,13.4,0,35,0,0.001244016
1832,7.9,0.45,71.5,0,0.742738589
380,6.7,0,10,5.9,0.492307692
222,5,0.78,77.1,0,0.705467372
147,6.4,0,63.3,0,0.564373898
1441,9.5,0.21,66.1,0,0.712871287
636,7,0,42.3,0,0.555555556
831,8.7,0,82.8,0,0.001346372
1001,6.1,0,32.2,2,0.001314878
1087,6.5,0,49.3,0,0.620952381
925,9.4,0.01,57.3,0,0.001184965
1081,9.6,0,43.1,0,0.607619048
1518,8.3,0,71.1,0,0.764356436
1456,6.6,0,78.5,0,0.772277228
743,9.7,0.17,46.2,0,0.00155502
1156,11.8,0,84.7,0,0.64952381
829,7.3,0,73.3,0,0.001429044
1931,10.1,0,33.5,0,0.632780083
1089,12.7,0.12,44.9,0,0.603809524
470,10.3,0.23,66,0,0.565811966
494,9,0.04,77.2,0,0.601709402
1464,10.8,0.54,67.5,0,0.78019802
840,6.3,0,77.2,0,0.001771542
926,13.7,0.52,62.7,0,0.00125189
1709,7.3,0,59.4,0,0.699170124
1572,8.7,0,71.1,0,0.726732673
721,8,0.03,34.6,1.2,0.001149534
196,5.5,0,70.1,0,0.627865961
151,6.3,0,68.6,0,0.691358025
188,9.9,0,81.1,0,0.716049383
172,9.9,0.01,75.3,0,0.721340388
24,5.2,0.07,26.8,3.9,0.677248677
785,5.4,0.35,60.4,0,0.001507779
288,13.5,0.04,40,0,0.723104056
621,4.5,0,46.9,0,0.622222222
832,8.8,0.2,81.9,0,0.001480222
1065,19.4,0,46.3,0,0.584761905
690,6.5,0.01,30,1.2,0.001220396
391,6.5,0,44.7,0,0.584615385
770,11.8,0.01,54.5,0,0.0012637
1876,9.3,1.54,63.6,0,0.649377593
74,13.7,0.1,43.5,0,0.633156966
1671,4.3,0.03,9.2,7.1,0.773858921
1372,8.9,0,44.5,0,0.617821782
814,6.4,0,63.9,0,0.001468411
1730,6.6,0.02,50.9,0,0.657676349
1027,9.9,0.03,38.9,0,0.664761905
1717,8.5,0,57.9,0,0.692946058
362,10.3,0,34.1,1.2,0.535042735
298,12.5,0,50.5,0,0.532627866
945,14.2,0,74.3,0,0.001480222
655,5.2,0,38.7,0,0.538461538
1650,9.3,0,40.1,0,0.679207921
988,7.7,0.02,38.6,0,0.001346372
1495,6.9,0,83.9,0,0.740594059
454,8.7,0,55.3,0,0.641025641
1416,9.6,0,48.5,0,0.76039604
1852,9.3,0.17,68.4,0,0.674273859
483,6.1,0.28,65.9,0,0.687179487
1589,8,0.12,77.3,0,0.710891089
1238,6.3,0.26,68.4,0,0.657142857
194,13.3,0.04,68,0,0.733686067
229,6.8,0,77,0,0.677248677
584,4.6,0,70.6,0,0.663247863
1735,10.6,0.38,63.2,0,0.721991701
1801,10,0,82.3,0,0.771784232
1941,5.1,0,34.2,0,0.670124481
141,9,0.02,67,0,0.647266314
1725,9.6,0.4,46.8,0,0.701244813
1287,12.5,0,66,0,0.628571429
1463,8.7,0,60.9,0,0.736633663
943,7.8,0.54,69.4,0,0.001413297
1558,10.1,0,83.1,0,0.643564356
612,10.1,0.09,66.2,0,0.658119658
1347,9.3,0,32.8,0,0.634285714
1919,5.4,0,37.9,0,0.676348548
678,10.9,0,28.8,2,0.00112985
554,9.9,0,74.1,0,0.603418803
1509,7.8,0,72.6,0,0.792079208
270,8.3,0.48,64.7,0,0.633156966
559,4.9,0,68.8,0,0.611965812
765,6.4,0.35,62.8,0,0.00127551
1248,5.2,0,67.6,0,0.626666667
1917,5,0,34.7,1.2,0.636929461
254,4.5,0,69.6,0,0.742504409
1231,7.4,0,70.3,0,0.598095238
1316,11.8,0,39.2,0,0.653333333
1103,8.1,0,64.5,0,0.71047619
1309,5.2,0.09,37.9,0,0.636190476
275,6.1,0.02,45.9,0,0.615520282
1090,18.7,1.35,42.9,0,0.605714286
1273,9.4,0.44,65.5,0,0.617142857
1310,7.3,0,40.8,0,0.643809524
193,10.3,0,79.2,0,0.735449735
203,7.2,0,74.4,0,0.767195767
1494,6.1,0,78.5,0,0.788118812
1553,5.9,0,72.4,0,0.720792079
84,6.9,0,46,0,0.643738977
1893,8,0,52.3,0,0.736514523
1213,3.5,0,74.6,0,0.725714286
1244,8.9,0,64.5,0,0.60952381
1825,10.1,0,80.2,0,0.79253112
1137,9.6,0.7,57,0,0.681904762
1600,6.7,0,47.8,0,0.655445545
969,12.4,0,51.4,0,0.001342435
515,9.3,0.66,78,0,0.58974359
658,7.8,0,48.2,0,0.517948718
1648,6.8,0,35.6,0,0.621782178
1074,9.5,0,43.3,0,0.619047619
914,8.8,0.06,74.8,0,0.001499906
1364,13.2,0,28.4,0,0.617821782
1083,12.2,1.33,44.1,0,0.615238095
1786,5.7,0,78.4,0,0.713692946
704,7.3,0,32.3,0,0.00110623
1419,16.9,0.29,40.4,0,0.586138614
1050,2.2,0,51.4,0,0.64
1208,12.4,0.66,62.9,0,0.887619048
375,9.1,0,18.2,3.1,0.509401709
1943,10.2,0,26.6,0,0.653526971
1724,14.5,0.06,56.5,0,0.786307054
1521,5.7,0,72.5,0,0.734653465
1937,9.1,0.01,47.2,0,0.639004149
412,8.5,0,55.9,0,0.753846154
1397,17,0,33.8,0,0.633663366
417,6.3,0,55,0,0.560683761
1929,9.1,0.16,40.5,0,0.686721992
665,11.9,0,45.1,0,0.564102564
795,8.4,0,64.5,0,0.001480222
437,11.9,0,49.1,0,0.6
488,4,0,63.5,0,0.617094017
1579,9.3,0.24,61.5,0,0.693069307
751,10.6,0.08,46.3,0,0.001153471
1711,9.8,0,60.9,0,0.649377593
1256,5.9,0,84,0,0.647619048
1615,12.8,0.29,48.3,0,0.738613861
1837,4.6,0,75.9,0,0.686721992
377,6.3,0,23.4,3.1,0.512820513
1131,16.6,0.48,75.5,0,0.67047619
1672,8.6,0,26.6,3.9,0.643153527
1367,11.5,0,28.8,0,0.736633663
710,20.9,0,50.2,0,0.001318815
1599,14.5,0.06,47.4,0,0.695049505
992,12.9,0,28.1,0,0.001244016
1869,9,0,76.6,0,0.7406639
1649,4.5,0,30.5,0,0.615841584
1531,7.9,0.01,78.5,0,0.718811881
1535,4,0,77.9,0,0.78019802
1923,8.2,0.31,37.2,0,0.665975104
900,6.5,0,70.2,0,0.001401487
1499,4.7,0,75.6,0,0.76039604
138,7,0,72.9,0,0.638447972
1818,5.5,0,71,0,0.883817427
632,3.5,0,48.9,0,0.531623932
1075,14.1,0,32.3,0,0.63047619
1455,5.3,0,71.8,0,0.805940594
953,9.9,0.23,48.3,0,0.001224332
394,8.2,0,52.5,0,0.582905983
732,14.1,0.13,50,0,0.001279447
1657,10.6,0,27,0,0.637623762
1105,12.6,0,50.6,0,0.72
1296,12.2,0,37.8,0,0.695238095
1012,10.4,0,23.1,0,0.56952381
1086,6.2,0,50.3,0,0.580952381
1695,7.7,0,42.5,0,0.653526971
1789,6,1.34,77.3,0,0.753112033
111,9.6,0,56.1,0,0.603174603
118,7.7,0,71.2,0,0.652557319
728,4.3,0,46.1,0,0.001255826
466,10.9,0.06,73.3,0,0.625641026
1192,3.3,0,76,0,0.702857143
1410,14.6,0.07,32.8,0,0.63960396
1427,12.1,0,49,0,0.695049505
159,4.7,0.73,71.6,0,0.747795414
741,6.5,0,42.7,0,0.001271573
80,11.5,0.42,38.8,0,0.594356261
1761,8.7,0.53,75.5,0,0.755186722
730,7.4,0.11,52.1,0,0.001440854
1140,6.7,0.26,63.4,0,0.723809524
867,6.1,0,76.5,0,0.001641629
1324,6.8,0,44.3,0,0.664761905
1031,9,0,27.6,0,0.586666667
1532,6.3,0.07,77.8,0,0.803960396
1686,6.5,0,30.8,0,0.645228216
792,6.4,0.01,54.2,0,0.001488095
1765,6.8,0,69.7,0,0.763485477
200,6.8,0,77.5,0,0.693121693
87,11.8,0,57.6,0,0.682539683
1007,10.9,0,30.9,0,0.001362119
1674,8.6,0.33,35.9,0,0.695020747
256,4.5,0,69.6,0,0.64021164
1080,7.4,0.1,50,0,0.697142857
1186,8.2,0.05,77.3,0,0.60952381
173,10.7,0.48,81.5,0,0.776014109
1873,11.8,0,70.8,0,0.670124481
1710,6.9,0.08,62.7,0,0.744813278
1665,6.8,0,19.4,0,0.657676349
357,4.3,0,36.6,0,0.608547009
601,5,0,55.6,0,0.58974359
1333,12.4,0.01,30,1.2,0.605714286
815,8.5,0.06,77.2,0,0.001244016
1340,7.9,0,39.5,0,0.714285714
1669,7.9,0,31.5,1.2,0.678423237
1828,6.8,0,75.7,0,0.794605809
350,9.1,0.03,19.3,3.1,0.548717949
1381,11.7,0,39.5,0,0.702970297
302,5.5,0,27.3,0,0.624338624
1036,9.6,0,20.7,0,0.588571429
1678,9,0,36.8,1.2,0.753112033
1337,11.3,0,27.9,0,0.586666667
279,6.4,0,50.3,0,0.596119929
1906,7.4,0.11,42.3,0,0.65560166
1077,12.9,0,59.9,0,0.712380952
1055,9.1,0.22,40.8,0,0.596190476
1731,4.9,0,58.8,0,0.738589212
282,4.7,0,55.5,0,0.626102293
919,3.8,0.24,75,0,0.001468411
692,7.2,0,34.3,0,0.001362119
445,7.2,0.78,56.1,0,0.558974359
205,9.1,0,75.3,0,0.687830688
1636,9.1,0,28.3,0,0.699009901
1216,8.4,0,69.4,0,0.72952381
292,8.1,0,49.5,0,0.671957672
400,7.8,0,44,0,0.629059829
1529,3.9,0.06,76.5,0,0.699009901
1375,12.7,0.11,34.6,0,0.675247525
434,4.3,0,47.5,0,0.67008547
1544,9.2,0.03,71.1,0,0.722772277
1882,9.6,0.18,54.1,0,0.682572614
1022,7,0.86,38.7,0,0.693333333
1234,4.4,0,70.3,0,0.699047619
909,7.4,0,70.7,0,0.001523526
1727,9.1,1.29,52.9,0,0.807053942
1311,10.6,0.05,47.9,0,0.636190476
1228,7.5,0,67.7,0,0.71047619
271,8.4,1.2,54.9,0,0.679012346
1017,2.5,0,28.1,0,0.537142857
1947,8.6,0,38.3,0,0.690871369
1813,11.8,0,80.2,0,0.765560166
1662,6.8,0,39.8,0,0.7406639
653,8.9,0,38.3,0,0.558974359
1740,3.1,0,63.6,0,0.778008299
1571,5.3,0,75.3,0,0.706930693
1493,6.4,0.01,77.2,0,0.835643564
333,11.1,0.02,29.5,0,0.620811287
1446,8.2,0.92,64,0,0.708910891
170,5.9,0.05,70.1,0,0.680776014
1429,10.2,0,51.9,0,0.720792079
1925,8.9,0,39.4,0,0.701244813
1428,3.2,0,49.3,0,0.695049505
1629,5.4,0,22.1,2,0.663366337
603,12.6,0,68.2,0,0.582905983
1502,6.7,0,78.3,0,0.732673267
899,9.1,0,69.8,0,0.001495969
140,9.9,0.2,76.5,0,0.770723104
600,10.9,0,62,0,0.6
869,4.2,0,81.8,0,0.001515653
1497,11.1,0.52,74.8,0,0.752475248
642,10.5,0,38.2,0,0.576068376
599,7.7,0,64.5,0,0.502564103
1447,5.6,0,62.6,0,0.702970297
1620,8,0,33,0,0.588118812
1414,6.8,0.03,34.5,1.2,0.641584158
1796,8.9,0,85,0,0.807053942
1689,9.9,0,33.3,0,0.678423237
539,6.5,0,78.1,0,0.663247863
1383,13.8,0,37.9,0,0.643564356
90,11.2,0,61.3,0,0.590828924
1200,6.8,0,76.6,0,0.657142857
782,4,0,57.2,0,0.001358182
484,5.8,0.09,69.7,0,0.646153846
406,8.1,0.13,39.7,0,0.555555556
1422,9.4,0.1,41.1,0,0.653465347
1179,6.4,0,78.3,0,0.824761905
313,5.2,0,25.5,0,0.562610229
113,11.5,0,53.1,0,0.689594356
1268,10.7,0,72.2,0,0.619047619
1169,11,0,65.4,0,0.68952381
1142,10.6,0.01,70.1,0,0.723809524
733,9.1,0,42.9,0,0.001389676
1317,13.3,0,42.1,0,0.651428571
583,4.8,0,67.8,0,0.603418803
858,4.5,0.01,86,0,0.001484158
349,8.7,0.15,26.3,3.9,0.526495726
566,6.2,0,76.9,0,0.572649573
384,10.4,0.06,26.6,3.9,0.499145299
1362,12.3,0,43.4,0,0.691089109
575,9.3,0,67.4,0,0.6
990,8.1,0.45,33.4,2,0.001346372
550,12.2,0.94,73.9,0,0.618803419
1693,10.3,0,35.5,0,0.659751037
709,9.5,0,32.5,0,0.001204649
1100,12,0.34,67.8,0,0.626666667
1144,8.3,0,64.8,0,0.628571429
131,4.1,0,61.2,0,0.64021164
1382,6,0.32,37.4,0,0.702970297
1355,8.2,0,14.3,1.2,0.607920792
1138,10.4,0.01,58.3,0,0.725714286
153,6.9,0,80.1,0,0.758377425
358,7.2,0.01,34.2,0,0.6
1752,6.7,0.01,62.7,0,0.746887967
533,12.6,0,82.5,0,0.676923077
315,10.9,0,40.9,0,0.574955908
1160,9.4,0.06,77.8,0,0.712380952
1697,10.4,0,40.6,0,0.678423237
1798,4.6,0,74.1,0,0.769709544
97,8.9,0,61.2,0,0.560846561
1680,7.6,0,22.2,0,0.647302905
234,3.9,0,69.3,0,0.670194004
1935,5.8,0,32,0,0.630705394
1810,5,0,71.7,0,0.736514523
1842,8.8,0,70,0,0.699170124
1165,5.8,0.01,68.5,0,0.72952381
1675,6.5,0,13.5,0,0.690871369
1583,7.1,0.01,62.5,0,0.831683168
1163,8.1,0,70.7,0,0.678095238
604,10.7,0,57.5,0,0.598290598
1577,6.7,0,65.1,0,0.742574257
1700,7.8,0,42.8,0,0.668049793
1373,11.5,1.94,59.3,0,0.598019802
14,13.6,0,12.2,5.1,0.502645503
1098,7.4,0.15,55.4,0,0.702857143
1907,8.8,0.02,33.1,2,0.798755187
327,8.4,0,30.6,0,0.488536155
31,5.1,0,5.4,7.9,0.476190476
273,9.9,0,56.4,0,0.710758377
597,5.7,0,60.8,0,0.627350427
958,6.9,0,50.4,0,0.001653439
880,4.7,0.04,78.4,0,0.001484158
1308,3.5,0.01,39,0,0.573333333
819,7.3,0,77.2,0,0.001499906
1439,6,0,69.8,0,0.728712871
236,6.6,0.01,73.1,0,0.633156966
1623,5.8,0,34.8,0,0.586138614
594,17.7,0.02,52.9,0,0.598290598
551,14,0,67.2,0,0.635897436
1045,11,0,41.4,0,0.651428571
195,6.2,0,69.3,0,0.687830688
1442,12,0.04,53.5,0,0.669306931
978,4.5,0,32,0,0.0012637
1146,5.4,0,71.9,0,0.779047619
1897,7.7,0,56.3,0,0.65560166
69,9.8,0,27.3,0,0.537918871
826,7.4,0,77.1,0,0.001480222
1136,7.7,0.01,60.9,0,0.674285714
1753,7.9,1.28,65.7,0,0.763485477
1197,5.2,0.03,80.3,0,0.739047619
404,9.1,0.08,32.4,2,0.548717949
980,8.5,0.1,40.7,0,0.001220396
737,11.9,0,52.1,0,0.001425107
1949,13.7,0.85,39,0,0.628630705
585,6,0,69.7,0,0.591452991
76,5.8,0,38.7,0,0.624338624
1341,3.3,0,38.8,0,0.622857143
1145,5.3,0,67.1,0,0.817142857
540,4.3,0,74.6,0,0.553846154
132,3.5,0,68,0,0.634920635
842,6.1,0.13,78.4,0,0.001464475
176,4.6,0,71.3,0,0.698412698
512,3.7,0,73.7,0,0.618803419
455,9.8,0.16,67.6,0,0.707692308
1034,10.1,0,35.9,0,0.773333333
1903,3.8,0,46.9,0,0.695020747
1485,6.3,0,73.7,0,0.805940594
286,4.9,0,45.3,0,0.661375661
1336,14,0.03,25.2,1.2,0.603809524
860,8.3,0.17,79.6,0,0.00156683
416,10.3,0,56.3,0,0.538461538
1406,11.5,0,46,0,0.63960396
508,12.3,0.76,69,0,0.594871795
1473,6,0,70.6,0,0.772277228
904,9.5,0,85.1,0,0.001299131
1150,12.1,0,64.8,0,0.740952381
1219,6.6,0,76.5,0,0.708571429
1652,13.1,0.06,36.9,0,0.655445545
1246,5.1,0,64,0,0.64952381
1749,7.1,0.06,64.5,0,0.838174274
1223,6,0,74.8,0,0.767619048
1389,7.7,0,36.9,0,0.601980198
610,13.2,0,57.7,0,0.652991453
1229,5.5,0,64.4,0,0.622857143
1799,8.7,0,82.4,0,0.834024896
1474,7,0,75.1,0,0.742574257
1334,9,0,26.9,0,0.556190476
243,5.3,0,57.9,0,0.617283951
1170,10.5,0,64.7,0,0.68952381
1129,10.5,0,76.9,0,0.647619048
1063,15.3,0,54.6,0,0.628571429
1641,5.2,0,24,0,0.695049505
573,10.5,0.24,59.2,0,0.541880342
989,6.3,0,34.5,0,0.001425107
1840,10.1,0,70.6,0,0.713692946
501,6.6,0.06,70.7,0,0.576068376
57,6.8,0,44,0,0.604938272
133,6.3,0,76.5,0,0.619047619
682,6.2,0.18,40.5,0,0.001228269
1265,9.5,0,61.8,0,0.603809524
521,5.8,0,77.6,0,0.697435897
739,9.4,0.17,38.7,0,0.001303068
675,14.5,0.39,41.2,0,0.507692308
1817,8.5,0,70.3,0,0.709543568
402,10,0,34.8,0,0.538461538
862,3.9,0,81.5,0,0.001432981
274,9.3,0.01,50.3,0,0.670194004
206,7.7,0,75.4,0,0.71957672
1567,4.6,0,70.6,0,0.75049505
190,8.2,0,67.7,0,0.742504409
303,6.4,0,30.2,0,0.552028219
469,8.7,0,75.7,0,0.682051282
1922,14.6,0.18,47.8,0,0.680497925
922,7.4,0,74,0,0.001511716
211,5.2,0,66.9,0,0.703703704
1122,5.8,0.3,48.3,0,0.643809524
1478,9.3,0,86.3,0,0.742574257
1721,9.6,0.19,59.1,0,0.697095436
1174,6,0.21,73.7,0,0.685714286
1182,7.5,0,71.5,0,0.693333333
777,5.4,0,55,0,0.001389676
18,16.7,0.01,23.5,3.1,0.53968254
107,8.2,0.07,52,0,0.666666667
164,8,0,74,0,0.770723104
885,7.2,1.2,76.6,0,0.00139755
985,11.6,0.65,51.5,0,0.001326688
413,11,0.02,60.6,0,0.615384615
1510,7.4,0,76.7,0,0.724752475
1899,12.3,0,58.3,0,0.699170124
1343,11.1,0.02,44.2,0,0.704761905
1312,10.4,0.18,36.2,0,0.601904762
1575,10.7,0,60.3,0,0.748514851
387,10.6,0,34.1,2,0.557264957
977,17.7,0.12,38.9,0,0.001169218
1044,8.6,0,36.1,0,0.638095238
22,15.3,0,24,2,0.60670194
549,7.1,0.7,75.8,0,0.678632479
966,7.4,0.01,57.1,0,0.001295194
1217,3.2,0,69.3,0,0.655238095
898,10.7,0,70.2,0,0.001759732
1507,4.7,0,83,0,0.77029703
670,12.8,0.03,47.8,0,0.543589744
329,7.5,0,41.5,0,0.641975309
1942,7.8,0,24.8,0,0.678423237
1519,4.8,0,71.9,0,0.744554455
112,11.7,0.01,50.9,0,0.758377425
338,8.1,0,36,0,0.536155203
1767,6.8,0,69.9,0,0.796680498
191,7.6,0,68.3,0,0.765432099
1116,6,0.1,48.1,0,0.664761905
713,4.2,0,36.7,0,0.00111804
1702,7,0.01,47.5,0,0.624481328
1775,5.5,0,67.4,0,0.761410788
1488,7.4,0.96,73.3,0,0.768316832
1738,7.8,0.08,50.4,0,0.782157676
389,4.7,0,40,1.2,0.6
740,8.5,1,35.8,0,0.001330625
1895,5.3,0,47,0,0.67219917
393,6.3,0,50.6,0,0.663247863
101,11,0.03,50.5,0,0.617283951
576,10.2,0,73.7,0,0.683760684
1880,8.6,0,68.3,0,0.709543568
1728,7.6,0.04,45.8,0,0.717842324
876,4.2,0,83.1,0,0.001307004
1432,9.5,0,57.9,0,0.774257426
440,12.1,0,48,0,0.548717949
921,9.3,0,70.8,0,0.001539273
397,15,0,44.1,0,0.565811966
63,8.4,0,26.5,0,0.615520282
983,8.1,0,39.4,0,0.001220396
1134,9.8,0.4,62.1,0,0.63047619
1831,5.3,0.23,73.8,0,0.748962656
1543,7.3,0.29,73.1,0,0.691089109
807,6.5,0.18,72.6,0,0.001539273
1811,4.7,0,74.3,0,0.786307054
1262,10.1,0,70.8,0,0.659047619
1701,11.3,0.08,53.5,0,0.67219917
