,wdsp,prcp,temp,sndp,total_num_of_crimes
1472,8.7,0.1,64.1,0,0.736633663
1778,8.3,0,69.1,0,0.790456432
929,6,1.29,61.9,0,0.001169218
1332,10.3,0,25.2,0,0.643809524
348,10,0,27.7,3.1,0.511111111
810,9.9,0.03,70.5,0,0.001413297
1452,5.8,0.12,54.8,0,0.702970297
1726,7.8,1.14,46.1,0,0.755186722
688,2.7,0,21.3,1.2,0.001224332
58,16.1,0.5,30.2,3.1,0.541446208
202,5.8,0.07,72.9,0,0.670194004
1374,10.2,1.22,32.8,0,0.62970297
399,7.4,0,44.4,0,0.58974359
827,6.5,0,73.3,0,0.001499906
1812,7.9,0,76.7,0,0.798755187
65,9.7,0.15,43.9,0,0.682539683
1938,13.8,0.01,23.2,0,0.663900415
949,6.2,0,48,0,0.001279447
179,8.6,3.31,77.7,0,0.684303351
272,7.6,0.01,55.4,0,0.608465608
1444,7.1,0.43,54.4,0,0.625742574
1849,5.2,0.78,67.4,0,0.817427386
447,7.8,0,71.2,0,0.61025641
1066,8.5,0,39.3,0,0.580952381
371,13.4,0,29.3,3.9,0.488888889
1102,9,0,58.1,0,0.699047619
100,9.1,0,43,0,0.633156966
1275,11.8,0,63.9,0,0.620952381
265,6.3,0,56.6,0,0.555555556
1396,11.8,0,41.5,0,0.625742574
429,8.7,0,57.5,0,0.562393162
461,7.3,0.02,54.7,0,0.579487179
1565,5.4,0,68.5,0,0.647524752
1934,9.6,0,39.2,0,0.692946058
1719,16,0,50.6,0,0.70746888
766,10.5,0.02,52.2,0,0.001413297
1450,5.1,0.03,61.1,0,0.637623762
1830,5.4,0.54,76.1,0,0.761410788
1713,14.9,0.47,50.6,0,0.699170124
724,12.2,0,63.2,0,0.001401487
1720,10.5,0,68.4,0,0.661825726
698,7.6,0,44.6,0,0.001216459
66,9.3,0.24,37.3,0,0.700176367
1503,7.7,0,79.3,0,0.746534653
1059,10,0.05,32.4,0,0.540952381
1574,14.2,0,78.4,0,0.77029703
609,2.8,0,46.8,0,0.509401709
98,8.3,0,67.5,0,0.611992945
1542,9.2,0,75.8,0,0.691089109
115,10.3,0,75.5,0,0.641975309
1462,9.1,0.22,77.7,0,0.833663366
1892,7.4,0,46.5,0,0.699170124
1685,4.9,0,28.6,0,0.705394191
1862,6.9,0.01,68.4,0,0.757261411
691,7.5,0,29.1,0,0.001236143
1236,12.7,0,64.5,0,0.765714286
1180,5.1,0,82.2,0,0.653333333
889,8.5,0,73.6,0,0.001413297
262,9,0.01,55,0,0.571428571
808,5.3,0,72.7,0,0.001468411
119,11.2,0.41,73.6,0,0.701940035
758,7.7,0,50.2,0,0.001373929
1257,6,0,85.2,0,0.712380952
451,9.4,0.05,59.9,0,0.625641026
828,7.6,0.69,72.3,0,0.001456601
1819,5.6,0,74.2,0,0.98340249
1345,7.5,0,36.1,0,0.636190476
641,15.8,0.12,46,0,0.535042735
1515,4.8,0,75.7,0,0.752475248
116,14.9,0.84,72.5,0,0.740740741
930,3.9,0,63.7,0,0.00142117
369,9.4,0,20.2,14.2,0.535042735
1872,8.2,0,68.1,0,0.721991701
442,5.8,0,64.9,0,0.521367521
1611,8.9,0,45.2,0,0.734653465
1698,3.6,0,37.9,0,0.692946058
534,9.5,1.06,77.8,0,0.629059829
478,9.3,0,68.2,0,0.547008547
1282,9.9,0,57.4,0,0.632380952
290,12.4,0,53,0,0.668430335
1783,6.8,0.16,77.9,0,0.784232365
1883,8.9,0,56,0,0.709543568
1523,5.8,0.01,73.7,0,0.869306931
1004,13.2,0.02,29.9,0,0.001177091
334,4.6,0,26.8,0,0.580246914
1807,9.1,0.32,75.7,0,0.757261411
1741,8,0,67,0,0.751037344
694,9.8,0,29.1,0,0.001322751
1631,3.4,0,36.2,1.2,0.689108911
1940,6.9,0,39.7,0,0.757261411
1868,3.7,0.01,76,0,0.788381743
1108,6.6,0,57.7,0,0.662857143
128,6.9,0.65,77.4,0,0.643738977
1480,6.6,0.08,73.3,0,0.716831683
1173,11.5,0.24,76.2,0,0.681904762
1141,5.2,0,67,0,0.643809524
708,5.9,0.03,30.8,1.2,0.001153471
178,8.1,0.18,76.6,0,0.710758377
1603,4.4,0,44.9,0,0.633663366
231,10.9,0,77.6,0,0.613756614
1426,6.3,0,55.8,0,0.643564356
993,9.4,0,23.8,0,0.001177091
1267,9,0,70.5,0,0.6
424,5.1,0.03,58.2,0,0.658119658
1401,13.4,0,34.6,0,0.611881188
855,5.8,0,80.7,0,0.001547147
415,10.7,0,42.9,0,0.582905983
1445,8.3,0.37,63.8,0,0.798019802
568,7.5,0,83.6,0,0.647863248
247,10.8,0,69.8,0,0.682539683
791,8.4,0,55.4,0,0.001385739
1377,9.5,0,37.7,0,0.594059406
1304,4.6,0,37.8,0,0.695238095
712,9.3,0,41.5,0,0.001169218
1454,3.2,0.05,63.7,0,0.720792079
1054,11.5,0,51.6,0,0.603809524
452,15.3,0.14,54.2,0,0.620512821
1360,10.1,0.29,36,0,0.673267327
1755,5.7,0.13,66.9,0,0.697095436
1597,5.8,0,45.5,0,0.64950495
537,7.9,0,76.2,0,0.683760684
1097,8.3,0.04,50.9,0,0.615238095
1109,9.8,0,66.4,0,0.718095238
1433,14.8,0,77.2,0,0.738613861
197,7.1,0,73,0,0.69664903
82,8.4,0.01,40,0,0.634920635
1928,11.3,0.02,38.5,0,0.622406639
353,6,0,29.3,3.1,0.581196581
1390,9.2,0,31.8,1.2,0.60990099
489,7.8,0.33,74.5,0,0.661538462
438,5.4,0,49.1,0,0.564102564
1664,11.9,0.38,42.8,0,0.682572614
1886,3,0,59.8,0,0.726141079
1617,5.7,0,35.9,0,0.598019802
1342,8.5,0,43.7,0,0.607619048
224,7.3,0,72.4,0,0.670194004
546,6.2,0.29,78,0,0.617094017
1185,4.4,0.22,78.2,0,0.681904762
1221,12.4,0.21,78.3,0,0.687619048
493,8.7,0,78.3,0,0.646153846
1773,6.7,0.09,59.8,0,0.755186722
1247,7.2,0,67,0,0.651428571
1569,6.8,0,74.9,0,0.691089109
618,9.6,0,54.7,0,0.552136752
55,7.9,0.01,28.9,0,0.507936508
950,8.2,0,58,0,0.001389676
1278,6.2,0,62.1,0,0.676190476
1479,11.4,0,86.7,0,0.857425743
1149,9,0,71.3,0,0.67047619
85,5.9,0.02,49.6,0,0.654320988
37,10.2,0.38,32.2,5.9,0.527336861
1487,9.7,0,74.9,0,0.762376238
401,11.4,0,43,0,0.521367521
326,9,0.02,33.9,0,0.649029982
1562,15.3,0,65,0,0.596039604
1038,10.2,0,34,0,0.577142857
1196,8.7,1.21,78,0,0.681904762
1399,6,0,35.3,0,0.641584158
1021,6.3,0,35.6,0,0.660952381
1492,11.2,0,84.9,0,0.885148515
1250,7.5,0,74.9,0,0.725714286
198,4.9,0.21,73.6,0,0.777777778
409,12.4,0,34.9,0,0.478632479
1858,10,0.01,79.4,0,0.701244813
1005,8.2,0,32.7,0,0.001299131
834,6.8,0,67.9,0,0.00156683
614,9.7,0,57.4,0,0.625641026
496,6.7,0,73.4,0,0.652991453
122,13.1,0.24,47.6,0,0.597883598
1153,8.6,0.05,75.6,0,0.742857143
70,4.9,0,26.3,0,0.601410935
432,12.7,0,42.2,0,0.51965812
1658,8,0,36.4,0,0.641584158
1053,8.2,0.05,57.9,0,0.615238095
1621,6.5,0,34.5,0,0.611881188
836,10.3,0,69.6,0,0.001696744
640,17,0.44,60.1,0,0.562393162
984,13.3,0.36,46.3,0,0.001338498
93,10.2,0,39.6,0,0.67372134
360,10.2,0,31.7,0,0.675213675
1318,8,0.04,29.2,0,0.561904762
1634,12,0.04,34.8,0,0.762376238
1706,8.5,0.16,46.7,0,0.641078838
1613,13.3,0.1,49,0,0.59009901
995,10.7,0,11.7,3.1,0.00110623
1014,11.6,0.24,33.9,0,0.552380952
1496,6.7,0.15,80.3,0,0.776237624
1023,7.1,0.01,49.6,0,0.64952381
241,4.6,0.01,56.1,0,0.610229277
1835,7.6,0.07,75.1,0,0.755186722
1118,15.1,0,49,0,0.691428571
1622,10.3,0.08,34.2,0,0.681188119
1263,7.8,0,62.9,0,0.666666667
1491,9.9,0,87.3,0,0.801980198
155,9.9,0,79.7,0,0.664902998
312,13.8,0.25,26.3,0,0.541446208
186,3.3,0,74.8,0,0.668430335
1889,11.1,0.11,60,0,0.680497925
1651,6.4,0,45.4,0,0.675247525
388,6.7,0,37.1,1.2,0.488888889
571,4.5,0,66.6,0,0.548717949
376,8.8,0,7,3.1,0.507692308
1002,5.2,0.05,35.8,1.2,0.001145597
754,12.2,0.08,31.1,1.2,0.001184965
1313,8.8,0,39.5,0,0.681904762
28,9.6,0,3,7.9,0.569664903
1041,12.1,0,26.7,0,0.664761905
1346,6.6,0,38.7,0,0.678095238
772,9.8,0.63,47.7,0,0.001413297
1264,9.6,0,64.3,0,0.687619048
1522,6.7,0,74.3,0,0.778217822
651,7.5,0.03,36.5,0,0.577777778
497,7.9,0.02,66.3,0,0.594871795
516,10,0,68.2,0,0.632478632
464,5.4,0.01,68.8,0,0.555555556
217,6.3,0.24,76.5,0,0.650793651
1557,7.5,0.44,79.9,0,0.76039604
468,5.3,0.06,72,0,0.675213675
848,7.9,0,79.1,0,0.001303068
136,8.5,0.68,65.3,0,0.608465608
382,6.6,0.01,23.8,5.1,0.535042735
294,8.4,0,41.1,0,0.668430335
1407,8.8,0.05,33.8,0,0.673267327
381,5.1,0,22,5.9,0.593162393
204,9.3,0,75.6,0,0.62962963
1230,5.7,0,68.6,0,0.647619048
864,5.9,0.15,75.3,0,0.001436917
316,11.8,0,48.8,0,0.650793651
1851,9.5,0,73.1,0,0.636929461
52,7.6,0.02,23.1,3.1,0.53968254
971,8.9,0,45.7,0,0.001133787
965,4.8,0,57.6,0,0.001350309
567,6.9,0.02,82.8,0,0.627350427
1128,6.7,0,64.9,0,0.820952381
1704,9.6,0,36.5,0,0.782157676
523,4.1,0,75.9,0,0.652991453
1403,10.4,0.39,49.9,0,0.64950495
852,10.2,0,73.9,0,0.001342435
1734,10.8,0.1,53.7,0,0.755186722
871,6.7,0,80.1,0,0.00156683
615,11.9,0.04,63.8,0,0.577777778
894,5.2,0.27,78.5,0,0.001503842
742,7.2,0,50.2,0,0.001177091
418,7.6,0.04,47.2,0,0.603418803
622,8.8,0,48.8,0,0.547008547
1172,10.6,0,69.8,0,0.695238095
1809,7.1,0,70.8,0,0.796680498
1737,6.1,0,48.1,0,0.661825726
939,10,0.01,63.8,0,0.001338498
20,9.2,0,-4.5,3.9,0.48324515
1559,9.7,0.45,70.6,0,0.689108911
268,7.8,0,53.9,0,0.574955908
562,2.3,0,74.8,0,0.622222222
1327,4.9,0,44.2,0,0.659047619
671,6.9,0.3,41.6,0,0.52991453
1277,6.9,0.16,58.1,0,0.634285714
1299,10.4,0.07,45.9,0,0.674285714
1874,9.3,0,66.8,0,0.668049793
378,8.7,0,24.3,3.1,0.471794872
896,4.6,0,78.9,0,0.001385739
859,10.8,1.33,80.4,0,0.001472348
210,7.7,0,68.9,0,0.654320988
479,11.3,0.44,74.9,0,0.560683761
321,4.7,0,36.6,0,0.686067019
1392,7.3,0,39.9,0,0.653465347
1359,9,0.4,48.9,0,0.665346535
1800,7.4,0.14,80.2,0,0.732365145
1784,8.6,0,78.5,0,0.798755187
324,8.2,0,36.2,0,0.599647266
86,5.7,0,49.6,0,0.666666667
1411,7.1,0,32.3,0,0.651485149
1596,10.4,0,47.6,0,0.601980198
647,12.3,0.09,39,0,0.531623932
1101,5,0,59.7,0,0.643809524
593,19.1,0,56.6,0,0.632478632
181,10,0.37,64.8,0,0.712522046
872,6.7,0,76.6,0,0.001492032
1404,5.3,0.04,45.7,0,0.584158416
556,8.6,0,65.4,0,0.656410256
1274,3.2,0,67.5,0,0.693333333
1591,6.9,0,40.2,0,0.592079208
1699,6.4,0,36.1,0,0.684647303
1328,3.6,0,44.6,0,0.596190476
1482,10.6,0.11,66.5,0,0.663366337
1154,12.3,0.02,76.1,0,0.68
627,10.1,0,65.6,0,0.634188034
1354,16.8,0.14,24.3,0,0.63960396
882,7.2,0.29,76.4,0,0.00142117
774,11.6,0,46.6,0,0.001133787
582,5.6,0,64.5,0,0.582905983
1540,7,0.06,76.7,0,0.772277228
1582,6.8,0.03,59.3,0,0.63960396
780,5.4,0,61.6,0,0.001385739
1517,8.9,0,77.5,0,0.724752475
752,11.9,0.38,41.3,0,0.001484158
955,7.2,0,51.6,0,0.001413297
1696,9.2,0.08,40.4,0,0.626556017
715,10.1,0,32.7,0,0.001338498
1584,5.6,1.39,64.1,0,0.625742574
975,9.8,0,58.2,0,0.001460538
1378,8.1,0.03,41.9,0,0.637623762
81,13.4,0.66,40.6,0,0.652557319
916,7.6,0,74.9,0,0.001314878
269,7,0.01,62.9,0,0.590828924
1408,5.9,0,33.1,0,0.625742574
1581,6.8,0,58.2,0,0.714851485
873,5.1,0,75.6,0,0.001535336
592,16.8,0,57.4,0,0.711111111
1011,14.2,0.01,19.1,0,0.544761905
1946,7.5,0,42.8,0,0.713692946
1114,11.6,1.11,51.7,0,0.761904762
723,11.1,0,52.6,0,0.001499906
1805,10.4,1.43,86.5,0,0.786307054
1199,7.3,0,73.1,0,0.725714286
1782,6.3,0,79.3,0,0.809128631
941,5.3,0,53.9,0,0.001590451
309,10.1,0.04,40,0,0.571428571
342,8.1,0,31.3,0,0.497354497
1024,4.5,0,43.9,0,0.655238095
591,15.2,0,59.2,0,0.572649573
1326,4.6,0,42.2,0,0.792380952
68,11.7,0,41.9,0,0.617283951
697,8.9,0,39.9,0,0.001228269
1676,11.1,0.44,31.6,1.2,0.697095436
625,5.7,0,61,0,0.598290598
1838,5.5,0.17,74,0,0.697095436
250,5.1,0,61.8,0,0.689594356
784,9.7,0.58,57.4,0,0.001358182
48,7.4,0.02,26.3,0,0.582010582
1655,15.6,0.52,43.2,0,0.685148515
633,8.1,0,51.7,0,0.52991453
996,7.2,0,14.4,3.1,0.001303068
9,12.6,0,26,0,0.557319224
491,5.9,0,67.4,0,0.656410256
1047,6.7,0,35.1,0,0.552380952
1323,13.9,0,55.8,0,0.691428571
1271,5.7,0.13,65.2,0,0.624761905
854,4,0.01,79.6,0,0.001653439
947,10.2,0,57,0,0.001362119
779,12.6,0,49.5,0,0.001220396
414,8.9,0.25,52,0,0.593162393
849,12,0.35,76.5,0,0.001535336
1124,9.3,0.82,54.7,0,0.626666667
154,12.9,0,84.8,0,0.779541446
1121,6.3,0,46.6,0,0.607619048
986,8.6,0,42.1,0,0.001279447
1590,10.6,0.09,72.9,0,0.689108911
1026,6.6,0,38.4,0,0.685714286
888,3.5,0,69.6,0,0.00142117
835,7.2,0,72.3,0,0.001480222
403,11.5,0.07,31.4,3.1,0.487179487
884,6.2,0.22,79.1,0,0.001358182
1348,5.1,0,7.2,2,0.539047619
230,5,0,75.8,0,0.627865961
1640,2.7,0,25.1,0,0.655445545
1602,3.2,0,44.3,0,0.734653465
823,5.5,0,76.3,0,0.0012637
1576,5,0,61.2,0,0.683168317
879,7.2,2.25,78.4,0,0.001499906
759,7.3,0,55.2,0,0.001425107
75,9.6,0.02,35.5,0,0.643738977
251,5.3,0,65.5,0,0.717813051
1013,17.9,0,39.8,0,0.685714286
552,7.4,0,71.7,0,0.71965812
4,10.7,0.93,37.6,2,0.527336861
1861,10.7,0.63,75.1,0,0.757261411
1642,7,0,30.5,0,0.60990099
1573,6.6,0,78.1,0,0.778217822
1430,13.4,0.03,43.9,0,0.669306931
1443,10.5,0.02,49.1,0,0.588118812
392,6.5,0,44.9,0,0.623931624
957,10.1,0.3,56.2,0,0.001417234
693,14.3,0.06,33.5,0,0.001173154
1555,9.9,0.04,82.3,0,0.742574257
868,5.4,0,79.2,0,0.001527463
1605,5.4,0,49.8,0,0.681188119
304,13.3,0,21.1,0,0.534391534
699,5.4,0.02,37.1,0,0.00154321
426,7.1,0.34,54.8,0,0.572649573
32,4.7,0,10.6,7.1,0.485008818
462,7.5,0,60.5,0,0.673504274
762,4.8,0,68.2,0,0.001342435
918,7.5,0,73.1,0,0.001366056
390,6.2,0,43.9,0,0.644444444
1261,7.5,0,82,0,0.695238095
1135,12.1,0.07,59.1,0,0.718095238
1945,7.3,0,39,0,0.663900415
645,9.3,0,44.7,1.2,0.500854701
120,10.4,0.17,67.2,0,0.64021164
1240,11,0,64.1,0,0.622857143
1198,10.2,0.03,71.5,0,0.700952381
1526,7.9,0,83.2,0,0.906930693
1477,9,0.63,82.2,0,0.706930693
1302,10.3,0.01,41.7,0,0.63047619
1082,9.9,0,42.3,0,0.626666667
152,12.7,0,75.1,0,0.728395062
60,14.3,0,42.9,1.2,0.661375661
1067,12.1,0,31.8,0,0.588571429
1339,9.1,0,26.8,0,0.643809524
386,10.4,0,14.7,3.9,0.558974359
1132,17.3,0.01,48.3,0,0.678095238
524,4.1,0,77.7,0,0.676923077
1409,9.5,0,40.2,0,0.584158416
973,3,0,48.2,0,0.001247953
1528,7.1,0.07,79.3,0,0.762376238
617,4.8,0,52.2,0,0.651282051
578,9.3,0,75,0,0.593162393
465,12.8,0.43,74.3,0,0.582905983
510,7.2,0.04,66.3,0,0.54017094
689,7.6,0,27.3,1.2,0.001279447
1881,8.2,0.59,63.1,0,0.711618257
1804,8.5,0.28,79.2,0,0.860995851
1438,5.9,0,60.3,0,0.772277228
281,8.8,0,64.2,0,0.634920635
1879,8.2,0,79.7,0,0.875518672
1610,10.1,0.26,50.7,0,0.853465347
952,5.3,0,48.5,0,0.001377866
1916,6,0,28.5,1.2,0.717842324
1910,9.8,0,48.6,0,0.624481328
530,8,0.07,83.3,0,0.601709402
385,8.9,0,15.2,3.9,0.500854701
786,8.4,0.02,63.4,0,0.001291257
1207,7.6,0,76.8,0,0.84952381
267,4.1,0,51,0,0.636684303
1788,8.1,0,84.9,0,0.715767635
150,7.7,0.01,66.6,0,0.793650794
877,8.6,0,84.6,0,0.001570767
987,12.4,0,38.9,0,0.00142117
54,10.4,0,32.9,0,0.566137566
59,7.8,0.13,22.7,3.1,0.611992945
767,7.2,0,49.4,0,0.00125189
40,22.8,0.5,35,1.2,0.567901235
507,8.5,0,78.4,0,0.594871795
1866,7.1,0,72.6,0,0.668049793
148,7.5,0.45,64.2,0,0.604938272
1099,13.8,0.15,70.3,0,0.704761905
1168,11.6,0.01,70,0,0.702857143
1435,14.7,0.19,67.9,0,0.772277228
1320,10.4,0,48.8,0,0.660952381
441,5.5,0,52.2,0,0.765811966
1068,8.2,0,24,0,0.542857143
1793,11.8,0,72,0,0.744813278
883,6.4,0.04,79.1,0,0.001653439
951,8.4,0,54.3,0,0.001413297
91,14.9,0.45,49.5,0,0.566137566
1204,4.9,0,73.5,0,0.708571429
504,6.3,0,68,0,0.656410256
467,11.7,0.42,70.9,0,0.627350427
1777,5.1,0.01,63,0,0.765560166
1750,10.2,0.05,76.4,0,0.794605809
498,9.2,0.7,66.5,0,0.593162393
547,7.1,0.05,80.7,0,0.71965812
878,6.6,0,81.5,0,0.00140936
449,7.2,0.59,60.4,0,0.541880342
1064,18.8,0.31,54.5,0,0.594285714
1820,4,0,76.5,0,0.842323651
938,8,0,66.5,0,0.001342435
720,7.2,0.01,31.9,1.2,0.001255826
1112,5.4,0.11,49.6,0,0.700952381
72,7.7,0,26.7,0,0.608465608
1152,4.3,0,70.4,0,0.672380952
44,8.7,0,19.3,0,0.546737213
1754,7.1,0.74,60,0,0.755186722
528,6.8,0,80.3,0,0.668376068
1073,9.6,0.43,47.9,0,0.611428571
520,7,0.03,82.1,0,0.608547009
1932,11.4,0,37.6,0,0.709543568
405,11,0.17,40.7,0,0.553846154
514,9.1,0.06,78,0,0.687179487
201,5.3,1.89,73.2,0,0.633156966
1235,11.1,0,70.1,0,0.615238095
35,5.1,0,15.2,5.9,0.479717813
1637,9.3,0,30.7,0,0.631683168
1459,6.5,0,84.1,0,0.823762376
1042,6.8,0,42.7,0,0.584761905
1431,5.8,0,44.5,0,0.637623762
1826,5.2,0,73.8,0,0.757261411
340,9.9,0,43.3,0,0.520282187
681,5.8,0,41.9,1.2,0.00139755
1254,5.7,0.16,70.3,0,0.651428571
1091,11.8,0.36,43.8,0,0.619047619
1094,14.3,0,68,0,0.601904762
1449,9.1,0,58.4,0,0.695049505
1183,7,0,74.7,0,0.740952381
717,14.4,0,52.2,0,0.001133787
659,12.2,0,50,0,0.533333333
233,7.7,0.43,68.7,0,0.647266314
337,7.8,0,35.1,0,0.523809524
218,6.3,4.22,79.1,0,0.701940035
450,7.7,0.18,50.3,0,0.567521368
1821,5.1,0,79.4,0,0.813278008
1646,7.5,0.14,38.5,0,0.679207921
187,6.5,0,77.9,0,0.668430335
472,9.2,0.02,53.5,0,0.782905983
1870,10.1,0.55,73.2,0,0.641078838
821,10,0.1,75.2,0,0.00156683
644,4,0,34.7,1.2,0.524786325
1506,4.7,0.22,81,0,0.702970297
476,11,0,66.8,0,0.635897436
596,7.4,0,58.4,0,0.622222222
300,10.4,0,28.2,0,0.532627866
1043,14.3,0,41.3,0,0.571428571
1633,7.2,0.85,43.4,0,0.623762376
1413,8.7,0,29.2,0,0.6
822,9.1,0,72.5,0,0.001425107
1541,5.4,0,76.5,0,0.75049505
421,7.2,0,50.5,0,0.601709402
6,12.2,0,42.4,1.2,0.659611993
53,6.4,0,31.1,2,0.649029982
343,7.2,0,29.7,0,0.569664903
1547,9.1,0.11,72.9,0,0.76039604
1853,4.4,0,64.8,0,0.649377593
1212,4.4,0,70.4,0,0.706666667
683,8.2,0,9,2,0.001232206
259,12,0.72,61.9,0,0.590828924
1774,4.1,0,65.1,0,0.705394191
1352,10.6,0,38.6,1.2,0.671287129
10,10.8,0,18.3,0,0.636684303
787,9.8,1.03,59.3,0,0.001373929
522,7.4,0,77.1,0,0.639316239
396,11.7,0,61.3,0,0.637606838
162,4.1,1.1,70.8,0,0.671957672
1823,7.5,0.27,77.1,0,0.746887967
908,4.8,0.03,66.8,0,0.001310941
837,4.7,0,67.9,0,0.001366056
544,7.8,0,75.6,0,0.666666667
17,14,0,6,3.1,0.525573192
753,10.3,0.01,38.9,0,0.001110166
1915,10.1,0,34.8,0,0.647302905
1423,4.6,0.03,46.8,0,0.702970297
1833,7.4,0,73.2,0,0.711618257
851,6.4,0.01,69.3,0,0.001476285
570,6.2,1.01,72.4,0,0.557264957
19,10.4,0.09,16.4,3.9,0.500881834
1768,9,0,69.5,0,0.736514523
252,3.3,0,66.8,0,0.634920635
174,11.2,0.48,78.9,0,0.708994709
558,3.8,0,65.5,0,0.630769231
928,6.2,0.1,62.1,0,0.001527463
12,10.8,0.04,21.2,1.2,0.546737213
1393,11.4,0,32.6,0,0.64950495
1306,8.4,0,24.9,0,0.624761905
1301,2.9,0.44,51.5,0,0.632380952
727,5.4,0,44.1,0,0.00128732
545,8.3,0,79.4,0,0.623931624
1587,8.6,0.19,59.2,0,0.62970297
1856,8.2,0,66.1,0,0.744813278
221,6.7,0,81.3,0,0.677248677
1595,10,0.08,44,0,0.603960396
453,9.3,0,49.6,0,0.591452991
1187,8.5,0.7,78.4,0,0.693333333
1468,6.4,0.04,73.8,0,0.78019802
1056,6.8,0,42.8,0,0.575238095
1330,22.4,0.01,41.3,0,0.674285714
1530,4.2,0.63,74.6,0,0.706930693
917,7.8,0,77.3,0,0.001499906
1195,6.1,0.65,81.5,0,0.666666667
443,8.5,0,70.1,0,0.593162393
1260,5.6,0,81.1,0,0.733333333
1891,12.2,0,48.1,0,0.628630705
425,9.6,0,56,0,0.647863248
261,9.9,0.05,48,0,0.576719577
1504,7.9,0,82.1,0,0.76039604
707,3.6,0,29.2,1.2,0.00112985
912,7.4,0,70.8,0,0.00142117
1130,15.5,0,78.9,0,0.72952381
934,9.3,0.7,67,0,0.0015314
