,day,wdsp,temp,total_num_of_crimes
1065,6,9.2,66.5,0.593162393
2168,7,8.1,31.3,0.497354497
1806,7,10.4,47.7,0.621782178
1294,4,5.6,83.5,0.765873016
59,3,10.6,38.6,0.671287129
946,2,9.6,64,0.660714286
1357,3,5.3,73.8,0.748962656
1405,4,8,74.3,0.699170124
768,2,6,69.8,0.728712871
787,6,6.1,48.1,0.661825726
483,7,10,34.8,0.538461538
134,5,10.2,31.7,0.675213675
740,7,9.6,56.1,0.603174603
1147,3,8.9,85,0.807053942
764,4,10.3,75.5,0.641975309
1877,4,9,39,0.582857143
2048,1,8.2,36.2,0.599647266
1286,7,4.7,76.8,0.731922399
1775,1,8.6,53.1,0.666666667
849,5,7.5,60.5,0.673504274
465,4,7.4,44.4,0.58974359
856,1,5.7,68.5,0.753968254
2075,2,14,25.2,0.603809524
688,1,12,72.6,0.71031746
1703,3,13.7,59.5,0.582857143
1328,7,7.7,75.4,0.71957672
1869,7,3.6,44,0.54017094
1965,2,4,34.7,0.524786325
1295,5,12.4,62.9,0.887619048
701,4,12.2,54.6,0.647619048
2027,1,15.2,57.1,0.71047619
800,3,8.9,54.7,0.677248677
421,1,9.9,33.3,0.678423237
934,7,9.9,70.5,0.712301587
1765,1,12.3,58.3,0.699170124
656,7,8.9,61.2,0.560846561
968,3,7.5,64.2,0.604938272
202,5,9.6,20.7,0.588571429
1603,2,8.2,68.1,0.721991701
1118,7,9.9,75.3,0.721340388
584,2,5.9,49.6,0.654320988
86,4,9.1,23.5,0.664957265
497,5,12.9,59.9,0.712380952
1131,3,7.2,62.5,0.569230769
1920,5,10.3,34.2,0.681188119
1481,1,10.9,73.5,0.662857143
1297,7,5.1,79.4,0.813278008
149,4,7.6,32.9,0.657425743
184,2,13.6,38.2,0.624761905
886,6,12.8,75.1,0.736111111
1058,4,6,66.1,0.712522046
1671,2,5.7,60.8,0.627350427
1425,3,5.3,64.2,0.596581197
453,2,15,44.1,0.565811966
762,1,5.9,60.3,0.772277228
79,2,10.9,31,0.578483245
542,2,17.1,47.1,0.78659612
1832,7,6,40,0.615520282
628,5,7.3,55.2,0.718253968
2106,1,6.8,35.6,0.621782178
683,1,6.6,57.7,0.662857143
815,2,10.5,76.9,0.647619048
911,4,5.3,67.1,0.817142857
1240,2,4.4,80.9,0.888888889
1697,2,11.8,63.9,0.620952381
1486,1,8.1,77.6,0.75
1450,2,4.6,78.9,0.698412698
1654,1,3.9,63.7,0.716269841
1984,7,8.1,39.4,0.615079365
807,5,9.8,67.6,0.707692308
661,6,16,50.6,0.70746888
839,6,10.6,53.3,0.580952381
1653,6,17.7,52.9,0.598290598
1084,4,7.2,72.3,0.746031746
299,1,8.9,44.5,0.617821782
1409,3,8.2,69.5,0.691428571
418,5,5.4,44.1,0.648809524
2124,4,6.4,45.4,0.675247525
1733,1,7.1,52.3,0.67047619
313,6,10.6,29.9,0.507936508
819,7,11.3,74.9,0.711111111
443,3,11,24.1,0.579047619
205,2,3.7,17.4,0.520282187
1680,7,8.6,59.2,0.62970297
1386,7,5.4,76.5,0.75049505
816,3,5.6,62.6,0.702970297
1969,7,8.9,39.4,0.701244813
1433,7,7.4,70.3,0.598095238
5,1,9.2,-0.5,0.83960396
788,1,11.2,73.6,0.701940035
1633,7,9,64.1,0.676348548
806,4,13.1,47.6,0.597883598
1212,6,10.8,71.5,0.693069307
697,5,14.5,56.5,0.786307054
422,3,16.1,30.2,0.541446208
1828,2,9.5,67.1,0.863095238
1107,6,3.1,72.2,0.705982906
140,6,8.5,35.1,0.565811966
1400,5,6.3,79.1,0.701940035
103,6,8.1,15.5,0.552028219
1185,5,7.8,80,0.630769231
1641,4,16.8,57.4,0.711111111
410,1,13,45.7,0.705467372
2135,5,6.6,38.7,0.678095238
146,7,10.3,34.1,0.535042735
325,1,11.1,19.1,0.534391534
1293,2,6.1,75,0.581196581
2185,1,13.7,39,0.628630705
250,6,6.8,42.7,0.584761905
862,2,8.7,75.7,0.761904762
487,5,10.4,40.6,0.678423237
1905,6,7,42.3,0.555555556
645,6,7.4,62.3,0.576068376
284,2,9.1,18.2,0.509401709
1183,2,7.1,77.6,0.744813278
643,3,8.5,57.9,0.692946058
1200,4,7.4,76.7,0.724752475
1269,5,9.9,80.7,0.668376068
125,7,4.7,41.8,0.627722772
1709,4,6.9,58.1,0.634285714
2023,2,10.1,33.5,0.632780083
341,1,8.1,41.9,0.637623762
1268,4,7.1,73,0.69664903
131,1,9,48.9,0.665346535
576,5,10.5,35.6,0.631683168
779,3,6.1,55.4,0.615238095
864,4,5.3,71.8,0.805940594
1667,4,4.4,65.9,0.592380952
1766,3,5.8,50.4,0.590828924
1814,4,4.9,45.3,0.661375661
962,2,6.4,63.3,0.564373898
1705,5,11.1,60,0.680497925
1053,4,6.7,73.4,0.652991453
1176,7,4.7,81,0.702970297
2094,6,7.5,38.5,0.679207921
2033,2,22.4,41.3,0.674285714
1501,6,7.6,68.1,0.730290456
1221,4,4.1,77.7,0.676923077
975,5,6.1,65.9,0.687179487
680,4,11,50.5,0.617283951
1773,5,9.7,57.4,0.625641026
2141,6,9.3,32.8,0.634285714
1428,7,6.8,83.5,0.726732673
530,7,5.8,38.7,0.624338624
681,5,4.3,47.5,0.67008547
825,1,12.9,74.6,0.634188034
1317,6,6.5,78.1,0.663247863
730,1,12.7,49.8,0.706349206
923,6,6.2,75.2,0.727619048
61,6,10.7,37.6,0.527336861
1211,5,6.1,81.5,0.666666667
610,2,7.6,41.4,0.652777778
1259,6,11.4,72.7,0.678095238
1545,2,10.2,73.7,0.683760684
1813,2,7.4,42.3,0.65560166
400,2,12.2,63.2,0.706349206
1022,5,7.3,75.7,0.728395062
936,2,11.2,67.2,0.706930693
1208,1,6.5,77.9,0.668430335
255,5,10.4,21,0.573412698
1069,4,6.8,77.9,0.784232365
2072,5,7.5,30.2,0.627865961
889,2,7.9,65.7,0.763485477
247,2,5.1,5.4,0.476190476
66,5,4.4,26.7,0.730290456
1139,7,7,74.7,0.740952381
1226,4,8.2,67.7,0.742504409
235,7,6,15.7,0.522045855
1440,2,12.8,83.1,0.76039604
868,3,9.4,77.9,0.746031746
702,5,10.2,51.9,0.720792079
214,7,10.2,34,0.577142857
1416,5,8.8,69.2,0.685148515
307,5,22.8,35,0.567901235
1321,4,10.1,80.2,0.79253112
2003,4,8.8,47.3,0.662857143
2125,5,3.7,31.3,0.643153527
1002,6,9,82.2,0.706930693
2076,3,10.3,36,0.724752475
552,1,5.9,33.1,0.625742574
1140,1,7.3,80.1,0.752475248
1830,4,10.1,50.7,0.853465347
441,7,6.7,47.6,0.632478632
1167,2,9.3,78,0.58974359
909,1,9.2,53.5,0.782905983
118,5,7,38.7,0.693333333
1380,6,7,76.7,0.772277228
220,1,6.1,37.3,0.708571429
1581,1,5.6,64.5,0.582905983
1062,2,9.7,74.9,0.762376238
1964,1,12.4,44.1,0.532627866
2018,3,10.4,32.4,0.627865961
371,5,10,27.8,0.582857143
1272,2,6.7,74.3,0.778217822
761,7,8.5,48,0.577142857
836,2,10.6,73.3,0.633156966
2056,5,9.4,23.8,0.593253968
1179,4,6.9,69.4,0.531623932
1816,7,10.1,56.2,0.714285714
396,3,11.9,31.7,0.615841584
2014,5,7.7,38.6,0.678571429
1366,2,7.2,76.4,0.716269841
759,4,7.8,71.2,0.61025641
91,4,12.6,26,0.557319224
662,1,8.3,67.5,0.611992945
1170,6,5,78.3,0.669306931
1958,7,10.1,52.2,0.599647266
1266,1,5.7,72.5,0.734653465
920,2,9.9,76.5,0.770723104
2008,4,12.4,38.9,0.716269841
1677,3,5.5,62.3,0.586324786
1271,1,3.5,76.8,0.761904762
1394,4,6.3,76.5,0.650793651
496,4,9.4,38.7,0.656746032
925,1,7.8,58.9,0.697095436
1497,1,7.5,83.6,0.647863248
1846,5,4.6,54.9,0.75
539,5,15.7,39.6,0.744761905
1447,4,10.6,71.5,0.838174274
1104,2,6.1,78.5,0.788118812
1737,6,8.5,44.8,0.536752137
2020,6,6.3,34.5,0.718253968
668,2,10.9,53.3,0.634920635
337,3,12.9,8.4,0.57319224
1079,4,11.5,76.2,0.681904762
406,3,9.4,62.1,0.654761905
1011,4,7.8,74.5,0.661538462
1872,4,5.7,35.9,0.598019802
690,3,12.1,49,0.695049505
377,6,9,33.7,0.548571429
658,3,9.2,61.5,0.676587302
872,1,6.3,76.5,0.619047619
742,3,11.9,52.2,0.650793651
376,5,7.2,31.9,0.632936508
2007,2,9.6,43.5,0.608547009
1785,7,6.1,52.8,0.555555556
2095,7,7.8,24.8,0.678423237
1281,7,12.6,82.5,0.676923077
127,3,7.6,6.9,0.522045855
1700,6,4.1,51,0.636684303
1151,2,4.4,78.2,0.681904762
983,2,6.7,80.3,0.742857143
136,1,9.6,40.7,0.691428571
1587,2,4.8,67.8,0.603418803
1922,1,13.3,21.1,0.534391534
2067,5,8.3,49.1,0.564102564
943,4,5.5,66.4,0.697095436
941,2,12.1,64.8,0.740952381
353,3,9.9,51.8,0.60990099
1597,1,9.5,68.8,0.717842324
607,4,15.8,45.6,0.728215768
390,2,8.4,36.1,0.615841584
2170,3,8.2,32.7,0.654761905
882,7,4.1,83.4,0.84950495
875,5,5.4,60.8,0.672380952
1584,5,14.2,78.4,0.77029703
394,1,11.1,52.6,0.755952381
1734,2,10,44,0.603960396
1356,2,4.2,80.5,0.75049505
892,7,10.7,74.9,0.751984127
577,6,4.2,52.3,0.726141079
956,1,7.3,65.9,0.701940035
846,1,5.8,54.8,0.702970297
1493,3,8,58.4,0.548571429
931,2,7.6,67,0.790456432
647,2,9,58.1,0.699047619
1444,1,6.2,78.4,0.831349206
1383,3,12.2,73.9,0.618803419
1975,1,7.3,45.5,0.680497925
1786,2,5.3,48.5,0.694444444
1522,7,4.8,66.8,0.660714286
554,4,11.5,38.8,0.594356261
1441,3,11.8,69.6,0.709543568
191,4,11.5,28.8,0.736633663
486,4,6,35.3,0.641584158
90,2,10.9,26.4,0.657676349
433,3,10.7,47.1,0.659751037
2074,1,9.5,27,0.58531746
1722,7,5.3,47.9,0.588118812
1753,6,7.7,56.3,0.65560166
416,2,6.8,44,0.604938272
1713,2,10.7,57.5,0.598290598
976,7,10.9,72.8,0.740079365
62,7,10,27.7,0.511111111
100,2,7.7,36.7,0.619047619
1812,1,6.3,46.9,0.691089109
113,5,12.5,32.6,0.635643564
1083,2,6.6,70.7,0.576068376
318,5,6,30.4,0.697095436
1556,3,4.2,60.6,0.714285714
1951,4,14.6,47.8,0.680497925
1674,6,6.9,64.9,0.637623762
1842,6,4.2,43,0.687128713
1150,1,9.2,81.3,0.628968254
906,4,9.1,77.7,0.833663366
348,3,8.6,26.3,0.645228216
2111,1,8.5,43.7,0.607619048
1418,1,6.7,81.3,0.677248677
1742,6,9.3,50.3,0.670194004
953,4,4.3,70.4,0.672380952
1168,4,12,76.5,0.773809524
1525,3,7.9,81.6,0.746887967
65,4,15.9,56.6,0.611881188
1779,6,11.9,63.8,0.577777778
841,1,11.5,54.1,0.804979253
73,1,12.2,42.4,0.659611993
195,2,9.2,37.1,0.581349206
1794,5,7.3,48.9,0.75049505
1701,7,9.8,63.3,0.598290598
82,6,5.4,30.1,0.548571429
456,6,9.7,36.7,0.691089109
2126,7,7.8,35.1,0.523809524
2052,6,4.5,24.5,0.611881188
563,2,8.1,48.6,0.683809524
587,6,9.2,51.2,0.594285714
733,4,7.6,45.8,0.717842324
283,1,8.7,23.9,0.504409171
253,3,4.7,10.6,0.485008818
176,5,9.2,29.7,0.582905983
778,2,9.7,57.4,0.68452381
986,6,6.3,68.6,0.691358025
1164,5,7.9,82.1,0.76039604
1261,1,9.8,77.5,0.798755187
1686,1,8.2,70.9,0.657425743
491,4,9.4,37.8,0.596190476
1856,4,15.3,48.5,0.592592593
1254,6,4.8,71.9,0.744554455
586,5,10.3,38.9,0.55952381
2089,6,5.1,34.2,0.670124481
728,5,9.8,49.1,0.728395062
1619,3,10.1,70.8,0.659047619
2031,6,7.1,36.3,0.541880342
178,1,9.7,24.1,0.655238095
434,5,14.3,42.9,0.661375661
519,6,6.2,29.2,0.533333333
972,1,8.7,64.1,0.736633663
905,3,8.3,64.8,0.628571429
189,1,5.4,37.1,0.777777778
1649,1,9,70.5,0.6
1329,1,4.8,77.8,0.639316239
907,5,6.9,71.4,0.778008299
1012,6,5.5,76.3,0.636904762
282,6,7.6,22.2,0.647302905
1463,5,12.7,64.5,0.765714286
2037,7,5.2,38.7,0.538461538
1752,5,9.7,49.1,0.712871287
145,6,16.7,23.5,0.53968254
60,4,6.8,19.4,0.657676349
1483,3,9.3,68.4,0.674273859
1939,2,4.2,38.3,0.738589212
1588,4,3.8,75,0.740079365
2040,4,9.3,30.7,0.631683168
2146,6,5.2,35.8,0.577380952
942,3,7.1,63.5,0.752475248
1841,5,10.4,45.9,0.674285714
961,7,6.8,69.7,0.763485477
1030,2,7.4,77.1,0.746031746
475,3,7.7,42.5,0.653526971
1225,2,7.1,70.8,0.796680498
1082,1,11.6,80.4,0.682539683
698,7,13.8,48.9,0.562610229
1270,7,7.1,74.4,0.71031746
1008,7,9.3,86.3,0.742574257
1407,7,9.9,74.1,0.603418803
87,5,10.8,41.1,0.700396825
990,4,3.9,72.9,0.661386139
1736,5,9.9,56.4,0.710758377
858,3,3.2,63.7,0.720792079
786,5,12,53.5,0.669306931
297,5,20.9,50.2,0.66468254
1449,7,4.3,71,0.634188034
1572,3,8.7,71.1,0.726732673
374,2,5.7,17,0.585537919
776,6,6.6,64.2,0.613756614
1683,4,7.7,64.5,0.502564103
426,1,7.7,36.9,0.601980198
1526,5,9.9,53.3,0.647266314
261,6,11.8,11.5,0.589285714
973,2,6.8,69.9,0.796680498
111,2,6.4,8.1,0.593253968
474,2,17,33.8,0.633663366
1310,4,7.2,74.4,0.767195767
85,3,11.7,20.3,0.619047619
1105,3,6,77.3,0.753112033
1100,4,6.9,64.7,0.746031746
2190,1,8,36.4,0.641584158
1043,5,10.4,76.7,0.634285714
852,2,4.3,60,0.774257426
2091,2,8,43.2,0.601709402
1375,6,5.3,74.7,0.738589212
559,3,8.9,47,0.634854772
1693,3,7.5,61.7,0.728215768
780,4,9.5,66.1,0.712871287
1950,3,10.2,32.6,0.697029703
1424,2,5,77.1,0.705467372
1371,1,6.9,81.2,0.629059829
389,1,15.3,54.6,0.628571429
1977,4,12.9,55,0.499145299
314,7,8.7,24.3,0.471794872
970,6,9.4,85.2,0.777777778
723,5,5.5,52.2,0.765811966
935,1,9,71.3,0.67047619
1070,6,9.2,81.3,0.708994709
2145,4,14.3,43.2,0.548717949
977,1,11.8,84.7,0.64952381
1505,5,5.3,63.5,0.613333333
1163,4,8.5,78.4,0.693333333
1316,5,9.3,75.6,0.62962963
24,5,8.4,37.9,0.70746888
270,4,9,36.8,0.753112033
479,2,9.5,43.3,0.619047619
1227,5,6,79.2,0.699145299
724,7,10.6,46.9,0.742063492
2038,2,5.9,34.2,0.634920635
2099,6,7.9,39.5,0.714285714
1413,1,11.4,67.4,0.579487179
106,3,9.1,33.6,0.636190476
2174,1,7.2,29.7,0.569664903
349,5,7.6,13.7,0.553791887
881,6,6.7,63.4,0.723809524
1678,5,9.3,67,0.771825397
2082,4,5.2,34.3,0.625742574
1874,7,9.3,43.2,0.523809524
1197,7,7,82.1,0.608547009
1469,6,4.1,64,0.67047619
955,6,9.2,68.6,0.809128631
96,3,8.8,32.4,0.678423237
1934,3,12.2,24.5,0.532627866
1074,4,3.2,76.1,0.807920792
1617,7,6.5,70.1,0.61025641
659,4,10.9,58.4,0.681904762
593,7,13.5,64.8,0.697142857
367,6,6.5,30.8,0.645228216
1041,2,9,77.2,0.601709402
2156,5,9.9,43.3,0.520282187
2163,7,14.5,41.2,0.507692308
181,5,6.4,24.9,0.589065256
2120,6,4.7,33,0.62962963
1340,2,11,67.8,0.596119929
903,7,15.6,48.7,0.524786325
1800,6,5.4,49.8,0.681188119
1103,1,6.6,75.2,0.826666667
1864,1,4.8,57.6,0.680555556
622,4,7.7,50.2,0.692460317
1210,4,7.8,82.5,0.724206349
1635,3,15.2,59.2,0.572649573
560,5,13.4,40.6,0.652557319
2064,1,5.2,24,0.695049505
308,6,6.3,23.4,0.512820513
1214,2,9.9,81.1,0.716049383
1432,6,7.8,75.9,0.797619048
861,7,5.4,68.8,0.555555556
478,1,4.8,40.1,0.638888889
291,4,9.5,32.5,0.607142857
2114,5,4.1,31.2,0.67372134
328,5,9.1,40.8,0.596190476
2109,5,11,29.8,0.51965812
901,4,5.7,66.9,0.697095436
366,5,6,37.4,0.702970297
770,5,14.9,72.5,0.740740741
591,4,9.1,54.6,0.553846154
80,3,5.3,13.5,0.543589744
1391,7,5.8,77.2,0.672380952
822,4,5.9,65.2,0.714851485
1429,1,9.4,72.2,0.72406639
1767,4,7.5,61.2,0.618803419
1477,2,9.5,73.1,0.636929461
769,3,10.8,53.7,0.755186722
1406,6,3.5,78.9,0.707231041
1034,7,4.7,71.6,0.747795414
1840,4,5.3,57.8,0.716269841
578,1,6.9,46,0.643738977
1745,3,10.2,60,0.676190476
997,6,9.5,67.4,0.7406639
1863,6,8.3,46.4,0.55042735
887,7,5.2,67,0.643809524
1415,4,7.5,67.7,0.71047619
1740,3,10.4,47.6,0.601980198
1215,3,4.1,75.9,0.652991453
462,7,2.9,40.8,0.627722772
1646,4,7.1,69.8,0.687830688
712,5,7.9,46.7,0.654761905
995,4,7.9,77.2,0.752380952
1669,6,8.9,56,0.709543568
1173,3,10,68.2,0.632478632
409,6,10.5,35,0.630705394
139,5,14,6,0.525573192
1196,6,3.8,73.1,0.677248677
1535,3,5.2,67.6,0.626666667
1520,4,10.9,56.6,0.624338624
45,5,5.8,41.9,0.704365079
954,5,6.8,65.6,0.693069307
1319,2,4.4,70.4,0.706666667
1303,1,5.7,80.1,0.769709544
500,2,11.7,27.9,0.596119929
1120,3,7.6,79.1,0.702380952
521,2,9.6,43.1,0.607619048
1282,2,5.4,79.2,0.76984127
1807,1,4,48.8,0.690871369
597,5,19.2,54.5,0.613675214
921,3,6,65.3,0.666666667
1810,6,10.7,67.1,0.819444444
1577,3,7.3,76.7,0.761904762
274,3,12.1,34.4,0.596190476
1128,6,7,71.7,0.742574257
116,2,4.3,36.6,0.608547009
1741,4,5.3,47,0.67219917
1566,2,5.3,75.3,0.706930693
358,2,16.2,29.8,0.744047619
1015,2,4.1,65.1,0.705394191
135,6,6.5,30,0.615079365
1485,6,6.2,76.9,0.572649573
522,3,5.3,45.7,0.584158416
2066,4,8.4,30.6,0.488536155
1343,6,8.4,69.4,0.72952381
1672,4,3.5,67.8,0.682539683
1717,7,12.2,48.1,0.628630705
608,6,10.5,64.6,0.747795414
1285,5,5.6,74.2,0.98340249
1883,5,8.4,24.9,0.624761905
2162,6,11.8,45.8,0.57319224
685,3,4.9,53.9,0.690871369
242,2,7.1,28.4,0.524786325
978,2,6,70.6,0.772277228
1553,6,7.8,77.8,0.697142857
1647,5,19.1,56.6,0.632478632
1661,3,9.2,70.7,0.624761905
611,3,5.6,48.2,0.672380952
682,7,7,59.6,0.662698413
439,4,15,56.2,0.676348548
1398,2,7.3,73.1,0.691089109
2084,7,7.3,49.3,0.57319224
1057,2,11.4,74,0.807053942
185,3,14.5,35.8,0.659405941
1523,1,5.1,64,0.64952381
1569,6,9.6,66.8,0.622222222
503,6,10.6,43.7,0.613333333
1593,3,4.6,70.6,0.663247863
506,3,7.7,26.7,0.608465608
857,2,7.7,60.9,0.674285714
1368,4,4.5,77.3,0.758415842
1487,2,11,64.1,0.622857143
792,6,10.5,49.1,0.588118812
517,3,7.8,42.8,0.668049793
589,1,6.9,62.7,0.744813278
959,5,8.6,75.6,0.742857143
1755,2,11.5,65,0.618803419
1849,1,9.8,48.6,0.624481328
2065,2,13.8,23.2,0.663900415
777,7,7.7,50.3,0.567521368
219,6,7.3,32.3,0.557539683
1056,1,10,70.1,0.78019802
1687,2,3,59.8,0.726141079
1804,5,7.2,51.6,0.712301587
1010,3,9.9,79.7,0.664902998
1381,7,7.6,75.1,0.755186722
640,7,6.1,64.7,0.64484127
2127,1,12.8,47.8,0.543589744
461,6,12.1,42.4,0.598095238
2115,6,10.7,25.3,0.514529915
1470,7,9.9,82.3,0.742574257
1684,6,5.8,54.1,0.650793651
129,5,7.6,27.3,0.64484127
933,5,11,66.8,0.635897436
1392,1,9.2,75.8,0.691089109
388,7,8.9,40.8,0.573412698
835,7,10.7,66.1,0.736514523
315,1,4.2,36.7,0.563492063
2041,5,9.6,39.2,0.692946058
1224,1,8.8,73.6,0.81980198
1347,4,7.8,75.6,0.666666667
1613,2,7.5,82,0.695238095
663,2,16.2,47.6,0.547008547
1318,1,9.6,78.6,0.744047619
1624,3,9.4,57.3,0.597222222
1192,1,5.7,78.8,0.732142857
795,3,9.3,49.6,0.591452991
1423,7,8.8,70,0.699170124
894,2,4.6,77.7,0.827722772
1300,5,6.7,80.1,0.78968254
1788,4,4.4,44.9,0.633663366
924,7,10.8,67.5,0.78019802
1996,2,11.6,51.5,0.668650794
1907,2,7.3,40.8,0.643809524
2000,7,11.8,48.8,0.650793651
1823,2,12.2,37.8,0.695238095
600,2,5.7,37.1,0.659405941
444,4,7.3,39.9,0.653465347
828,5,9.1,58.4,0.695049505
1016,4,6.8,68.3,0.724867725
848,4,8.3,67.1,0.687830688
2102,3,11.1,29.5,0.620811287
595,2,9.8,60.9,0.649377593
1936,6,17.7,38.9,0.589285714
2175,2,12.9,35.5,0.514529915
899,2,9.7,66,0.739047619
323,5,10.3,40.7,0.635643564
276,5,12.9,23.7,0.709543568
1774,7,8.2,58,0.700396825
1302,7,11.4,84.5,0.794059406
67,7,11.8,33.5,0.555555556
1698,3,10.6,72.9,0.689108911
1490,6,7.7,68.7,0.647266314
952,3,6.9,61.5,0.694444444
885,4,5.3,72,0.675213675
884,3,7.2,66.1,0.634920635
1855,2,9.2,39.1,0.647302905
1783,4,5.9,48.6,0.717842324
511,2,6.4,36.1,0.684647303
1579,5,3.7,76,0.788381743
1627,6,9.3,63.6,0.649377593
651,7,8.7,57.5,0.562393162
275,4,5.8,41.5,0.625742574
1241,3,6.8,76.6,0.657142857
1075,5,8.6,78.5,0.798755187
631,1,7.8,39.9,0.686721992
2073,6,4.2,55.3,0.55042735
460,5,9.1,42.9,0.700396825
1374,5,5.1,75.7,0.756435644
1291,6,4,76.5,0.842323651
1028,6,5.8,71.3,0.698412698
1751,4,7.2,61.1,0.683809524
1682,3,9.8,57.5,0.622574956
1115,3,6.4,78.3,0.824761905
808,7,8.7,47.3,0.712301587
859,4,13.1,72.1,0.825726141
1760,2,10.2,52.5,0.659611993
30,6,6.8,39.8,0.7406639
1134,7,4.7,75.6,0.76039604
671,6,11.1,50.3,0.617142857
1563,5,8.8,74.2,0.67008547
938,5,4.7,68.9,0.756613757
1536,4,4.3,66.9,0.617821782
