day,sndp,total_num_of_crimes
4,0,0.001354245
4,0,0.001291257
4,0,0.001362119
4,0,0.001283384
4,0,0.00142117
4,0,0.001228269
4,0,0.001460538
4,0,0.00142117
4,2,0.001208585
4,0,0.001244016
4,0,0.660952381
4,0,0.592380952
4,0,0.571428571
4,0,0.552380952
4,0,0.603809524
4,0,0.540952381
4,0,0.580952381
4,1.2,0.59047619
4,0,0.596190476
4,0,0.615238095
4,0,0.605714286
4,0,0.615238095
4,0,0.681904762
4,0,0.647619048
4,0,0.638095238
4,0,0.626666667
4,0,0.67047619
4,0,0.725714286
4,0,0.817142857
4,0,0.672380952
4,0,0.752380952
4,0,0.727619048
4,0,0.681904762
4,0,0.653333333
4,0,0.693333333
4,0,0.67047619
4,0,0.681904762
4,0,0.84952381
4,0,0.67047619
4,0,0.687619048
4,0,0.71047619
4,0,0.615238095
4,0,0.666666667
4,0,0.632380952
4,0,0.647619048
4,0,0.666666667
4,0,0.592380952
4,0,0.634285714
4,0,0.683809524
4,0,0.68952381
4,0,0.638095238
4,0,0.582857143
4,0,0.601904762
4,0,0.662857143
4,0,0.622857143
4,0,0.636190476
4,2,0.539047619
4,0,0.611881188
4,0,0.657425743
4,0,0.736633663
4,2,0.625742574
4,0,0.675247525
4,0,0.702970297
4,0,0.592079208
4,0,0.653465347
4,0,0.641584158
4,0,0.651485149
4,0,0.702970297
4,0,0.653465347
4,0,0.695049505
4,0,0.708910891
4,0,0.712871287
4,0,0.714851485
4,0,0.805940594
4,0,0.833663366
4,0,0.78019802
4,0,0.661386139
4,0,0.663366337
4,0,0.807920792
4,0,0.776237624
4,0,0.746534653
4,0,0.724752475
4,0,0.724752475
4,0,0.861386139
4,0,0.718811881
4,0,0.758415842
4,0,0.627722772
4,0,0.786138614
4,0,0.689108911
4,0,0.617821782
4,0,0.778217822
4,0,0.601980198
4,0,0.592079208
4,0,0.64950495
4,0,0.633663366
4,0,0.853465347
4,0,0.598019802
4,2,0.621782178
4,0,0.631683168
4,0,0.625742574
4,0,0.675247525
4,0,0.753112033
4,0,0.657676349
4,0,0.695020747
4,1.2,0.753112033
4,1.2,0.711618257
4,0,0.676348548
4,0,0.626556017
4,0,0.67219917
4,0,0.641078838
4,0,0.728215768
4,0,0.661825726
4,0,0.721991701
4,0,0.717842324
4,0,0.721991701
4,0,0.751037344
4,0,0.825726141
4,0,0.697095436
4,0,0.697095436
4,0,0.676348548
4,0,0.709543568
4,0,0.784232365
4,0,0.728215768
4,0,0.786307054
4,0,0.860995851
4,0,0.786307054
4,0,0.883817427
4,0,0.79253112
4,0,0.742738589
4,0,0.699170124
4,0,0.838174274
4,0,0.649377593
4,0,0.825726141
4,0,0.819502075
4,0,0.668049793
4,0,0.711618257
4,0,0.639004149
4,0,0.67219917
4,0,0.717842324
4,0,0.639004149
4,0,0.680497925
4,0,0.670124481
4,0,0.641078838
5,9.1,0.48324515
5,5.1,0.50617284
5,0,0.636684303
5,3.1,0.525573192
5,2,0.589065256
5,7.9,0.569664903
5,7.1,0.587301587
5,1.2,0.567901235
5,0,0.553791887
5,2,0.649029982
5,1.2,0.661375661
5,0,0.679012346
5,0,0.633156966
5,0,0.652557319
5,0,0.60670194
5,0,0.661375661
5,0,0.701940035
5,0,0.728395062
5,0,0.740740741
5,0,0.712522046
5,0,0.670194004
5,0,0.675485009
5,0,0.756613757
5,0,0.793650794
5,0,0.728395062
5,0,0.770723104
5,0,0.680776014
5,0,0.761904762
5,0,0.71957672
5,0,0.765432099
5,0,0.62962963
5,0,0.703703704
5,0,0.701940035
5,0,0.731922399
5,0,0.687830688
5,0,0.647266314
5,0,0.710758377
5,0,0.723104056
5,0,0.590828924
5,0,0.624338624
5,0,0.710758377
5,0,0.693121693
5,0,0.716049383
5,0,0.668430335
5,0,0.624338624
5,0,0.610229277
5,0,0.499118166
5,0,0.686067019
5,0,0.627865961
5,0,0.67372134
5,0,0.520282187
5,0,0.538461538
5,3.1,0.488888889
5,3.1,0.581196581
5,0,0.675213675
5,0,0.582905983
5,14.2,0.535042735
5,3.1,0.483760684
5,3.1,0.507692308
5,5.9,0.492307692
5,3.9,0.558974359
5,0,0.663247863
5,0,0.629059829
5,1.2,0.601709402
5,0,0.593162393
5,0,0.613675214
5,0,0.632478632
5,0,0.67008547
5,0,0.765811966
5,0,0.652991453
5,0,0.707692308
5,0,0.673504274
5,0,0.682051282
5,0,0.635897436
5,0,0.687179487
5,0,0.625641026
5,0,0.594871795
5,0,0.656410256
5,0,0.579487179
5,0,0.630769231
5,0,0.699145299
5,0,0.668376068
5,0,0.700854701
5,0,0.623931624
5,0,0.71965812
5,0,0.611965812
5,0,0.64957265
5,0,0.553846154
5,0,0.67008547
5,0,0.65982906
5,0,0.632478632
5,0,0.6
5,0,0.523076923
5,0,0.625641026
5,0,0.622222222
5,0,0.642735043
5,0,0.502564103
5,0,0.576068376
5,0,0.558974359
5,0,0.564102564
5,0,0.51965812
5,1.2,0.00139755
5,0,0.001389676
5,1.2,0.001279447
5,0,0.001259763
5,0,0.001208585
5,0,0.001137724
5,0,0.001318815
5,0,0.001338498
5,1.2,0.001255826
5,0,0.00128732
5,0,0.001389676
5,0,0.001330625
5,0,0.001582577
5,0,0.001110166
5,0,0.001425107
5,0,0.001413297
5,0,0.001299131
5,0,0.001385739
5,0,0.001373929
5,0,0.001495969
5,0,0.001417234
5,0,0.001468411
5,0,0.001244016
5,0,0.001425107
5,0,0.001429044
5,0,0.001696744
5,0,0.001440854
5,0,0.001456601
5,0,0.001488095
5,0,0.001436917
5,0,0.00156683
5,0,0.00140936
5,0,0.00139755
5,0,0.001401487
5,0,0.001495969
5,0,0.00140936
5,0,0.001452664
5,0,0.001413297
5,0,0.001377866
5,0,0.0015314
5,0,0.001590451
5,0,0.001401487
5,0,0.001413297
5,0,0.001488095
5,0,0.001342435
5,0,0.001425107
5,0,0.001271573
5,0,0.001346372
5,0,0.001177091
5,3.1,0.001303068
5,2,0.001314878
5,0,0.001362119
5,0,0.681904762
5,0,0.693333333
5,0,0.653333333
5,0,0.588571429
5,0,0.664761905
5,0,0.76
5,0,0.596190476
5,0,0.582857143
5,0,0.588571429
5,1.2,0.613333333
5,0,0.712380952
5,0,0.744761905
5,0,0.619047619
5,0,0.702857143
5,0,0.72
5,0,0.700952381
5,0,0.691428571
5,0,0.79047619
5,0,0.678095238
5,0,0.672380952
5,0,0.779047619
5,0,0.742857143
5,0,0.712380952
5,0,0.634285714
5,0,0.685714286
5,0,0.683809524
5,0,0.731428571
5,0,0.666666667
5,0,0.737142857
5,0,0.887619048
5,0,0.651428571
5,0,0.76952381
5,0,0.622857143
5,0,0.765714286
5,0,0.613333333
5,0,0.725714286
5,0,0.712380952
5,0,0.687619048
5,0,0.624761905
5,0,0.676190476
5,0,0.706666667
5,0,0.752380952
5,0,0.674285714
5,0,0.624761905
5,0,0.681904762
5,0,0.605714286
5,0,0.792380952
5,0,0.643809524
5,0,0.643809524
5,0,0.678095238
5,0,0.63960396
5,1.2,0.635643564
5,0,0.691089109
5,1.2,0.621782178
5,0,0.635643564
5,0,0.702970297
5,0,0.732673267
5,0,0.64950495
5,0,0.702970297
5,0,0.647524752
5,0,0.631683168
5,0,0.702970297
5,0,0.702970297
5,0,0.720792079
5,0,0.772277228
5,0,0.669306931
5,0,0.695049505
5,0,0.772277228
5,0,0.693069307
5,0,0.754455446
5,0,0.695049505
5,0,0.700990099
5,0,0.752475248
5,0,0.76039604
5,0,0.734653465
5,0,0.764356436
5,0,0.851485149
5,0,0.803960396
5,0,0.756435644
5,0,0.685148515
5,0,0.720792079
5,0,0.665346535
5,0,0.75049505
5,0,0.77029703
5,0,0.714851485
5,0,0.592079208
5,0,0.712871287
5,0,0.75049505
5,0,0.734653465
5,0,0.657425743
5,0,0.681188119
5,0,0.673267327
5,1.2,0.689108911
5,0,0.62970297
5,0,0.689108911
5,0,0.655445545
5,0,0.685148515
5,0,0.70746888
5,0,0.730290456
5,1.2,0.678423237
5,7.1,0.773858921
5,0,0.709543568
5,0,0.697095436
5,0,0.705394191
5,0,0.670124481
5,0,0.699170124
5,0,0.678423237
5,0,0.624481328
5,0,0.684647303
5,0,0.699170124
5,0,0.786307054
5,0,0.751037344
5,0,0.77593361
5,0,0.771784232
5,0,0.838174274
5,0,0.778008299
5,0,0.831950207
5,0,0.79253112
5,0,0.765560166
5,0,0.798755187
5,0,0.877593361
5,0,0.769709544
5,0,0.786307054
5,0,0.798755187
5,0,0.98340249
5,0,0.757261411
5,0,0.711618257
5,0,0.713692946
5,0,0.680497925
5,0,0.728215768
5,0,0.757261411
5,0,0.788381743
5,0,0.630705394
5,0,0.682572614
5,0,0.680497925
5,0,0.67219917
5,0,0.695020747
5,2,0.798755187
5,0,0.649377593
5,1.2,0.717842324
5,0,0.665975104
5,0,0.692946058
5,0,0.757261411
5,0,0.643153527
5,0,0.690871369
6,2,0.527336861
6,1.2,0.552028219
6,3.1,0.53968254
6,3.9,0.677248677
6,5.9,0.479717813
6,1.2,0.507936508
6,0,0.582010582
6,0,0.566137566
6,0,0.62962963
6,0,0.617283951
6,0,0.643738977
6,0,0.634920635
6,0,0.747795414
6,0,0.590828924
6,0,0.62962963
6,0,0.622574956
6,0,0.613756614
6,0,0.700176367
6,0,0.64021164
6,0,0.638447972
6,0,0.754850088
6,0,0.691358025
6,0,0.698412698
6,0,0.708994709
6,0,0.705467372
6,0,0.710758377
6,0,0.677248677
6,0,0.680776014
6,0,0.777777778
6,0,0.687830688
6,0,0.643738977
6,0,0.707231041
6,0,0.707231041
6,0,0.647266314
6,0,0.566137566
6,0,0.682539683
6,0,0.742504409
6,0,0.589065256
6,0,0.636684303
6,0,0.670194004
6,0,0.634920635
6,0,0.723104056
6,0,0.58377425
6,0,0.624338624
6,0,0.571428571
6,0,0.574955908
6,0,0.567901235
6,0,0.641975309
6,0,0.62962963
6,0,0.57319224
6,0,0.478632479
6,2,0.509401709
6,1.2,0.591452991
6,0,0.565811966
6,11,0.502564103
6,3.1,0.47008547
6,3.1,0.512820513
6,2,0.557264957
6,0,0.582905983
6,0,0.521367521
6,0,0.533333333
6,0,0.582905983
6,0,0.601709402
6,0,0.576068376
6,0,0.567521368
6,0,0.521367521
6,0,0.541880342
6,0,0.765811966
6,0,0.647863248
6,0,0.565811966
6,0,0.564102564
6,0,0.646153846
6,0,0.656410256
6,0,0.593162393
6,0,0.705982906
6,0,0.618803419
6,0,0.613675214
6,0,0.64957265
6,0,0.663247863
6,0,0.617094017
6,0,0.699145299
6,0,0.611965812
6,0,0.572649573
6,0,0.541880342
6,0,0.622222222
6,0,0.618803419
6,0,0.598290598
6,0,0.58974359
6,0,0.536752137
6,0,0.577777778
6,0,0.547008547
6,0,0.55042735
6,0,0.555555556
6,0,0.531623932
6,0,0.541880342
6,0,0.55042735
6,0,0.514529915
6,0,0.514529915
6,0,0.001228269
6,0,0.00114166
6,1.2,0.001220396
6,0,0.001228269
6,0,0.00110623
6,0,0.001169218
6,0,0.001125913
6,0,0.001157407
6,1.2,0.001149534
6,0,0.001255826
6,0,0.001181028
6,0,0.001271573
6,1.2,0.001184965
6,0,0.001299131
6,0,0.00125189
6,0,0.001133787
6,0,0.001354245
6,0,0.001314878
6,0,0.001480222
6,0,0.001460538
6,0,0.00140936
6,0,0.00154321
6,0,0.0012637
6,0,0.001440854
6,0,0.001366056
6,0,0.001338498
6,0,0.001476285
6,0,0.001484158
6,0,0.001755795
6,0,0.001492032
6,0,0.001499906
6,0,0.001515653
6,0,0.001582577
6,0,0.001401487
6,0,0.001314878
6,0,0.001499906
6,0,0.001539273
6,0,0.001527463
6,0,0.001291257
6,0,0.001401487
6,0,0.001279447
6,0,0.001625882
6,0,0.001330625
6,0,0.001405423
6,0,0.001169218
6,0,0.001267637
6,0,0.001425107
6,1.2,0.001145597
6,0,0.001208585
6,0,0.548571429
6,0,0.64952381
6,0,0.68952381
6,0,0.552380952
6,0,0.584761905
6,0,0.64
6,0,0.548571429
6,0,0.542857143
6,0,0.598095238
6,0,0.613333333
6,0,0.723809524
6,0,0.594285714
6,0,0.704761905
6,0,0.617142857
6,0,0.634285714
6,0,0.634285714
6,0,0.580952381
6,0,0.723809524
6,0,0.727619048
6,0,0.68
6,0,0.674285714
6,0,0.702857143
6,0,0.80952381
6,0,0.693333333
6,0,0.782857143
6,0,0.681904762
6,0,0.678095238
6,0,0.84
6,0,0.72952381
6,0,0.767619048
6,0,0.647619048
6,0,0.67047619
6,0,0.60952381
6,0,0.697142857
6,0,0.733333333
6,0,0.603809524
6,0,0.603809524
6,0,0.554285714
6,0,0.672380952
6,0,0.56952381
6,0,0.678095238
6,0,0.607619048
6,0,0.611428571
6,0,0.660952381
6,0,0.659047619
6,1.2,0.605714286
6,0,0.714285714
6,0,0.634285714
6,2,0.558095238
6,0,0.651485149
6,0,0.621782178
6,0,0.594059406
6,0,0.594059406
6,0,0.691089109
6,0,0.63960396
6,0,0.6
6,0,0.586138614
6,0,0.669306931
6,0,0.774257426
6,0,0.588118812
6,0,0.637623762
6,0,0.851485149
6,0,0.736633663
6,0,0.700990099
6,0,0.706930693
6,0,0.708910891
6,0,0.801980198
6,0,0.742574257
6,0,0.669306931
6,0,0.693069307
6,0,0.744554455
6,0,0.906930693
6,0,0.796039604
6,0,0.772277228
6,0,0.76039604
6,0,0.805940594
6,0,0.621782178
6,0,0.742574257
6,0,0.748514851
6,0,0.637623762
6,0,0.63960396
6,0,0.695049505
6,0,0.681188119
6,0,0.687128713
6,0,0.6
6,0,0.586138614
6,0,0.59009901
6,1.2,0.722772277
6,0,0.611881188
6,0,0.679207921
6,0,0.63960396
6,0,0.61980198
6,0,0.7406639
6,3.9,0.643153527
6,0,0.690871369
6,0,0.647302905
6,0,0.645228216
6,0,0.630705394
6,0,0.659751037
6,0,0.692946058
6,0,0.645228216
6,0,0.726141079
6,0,0.657676349
6,0,0.70746888
6,0,0.657676349
6,0,0.661825726
6,0,0.77593361
6,0,0.794605809
6,0,0.771784232
6,0,0.809128631
6,0,0.7406639
6,0,0.790456432
6,0,0.834024896
6,0,0.821576763
6,0,0.834024896
6,0,0.765560166
6,0,0.765560166
6,0,0.842323651
6,0,0.734439834
6,0,0.738589212
6,0,0.7593361
6,0,0.701244813
6,0,0.730290456
6,0,0.757261411
6,0,0.7406639
6,0,0.649377593
6,0,0.709543568
6,0,0.711618257
6,0,0.65560166
6,0,0.670124481
6,0,0.647302905
6,1.2,0.636929461
6,0,0.67219917
6,0,0.622406639
6,0,0.630705394
6,0,0.670124481
6,0,0.663900415
7,1.2,0.555555556
7,1.2,0.546737213
7,3.9,0.500881834
7,9.8,0.522045855
7,0,0.513227513
7,0,0.507936508
7,0,0.51675485
7,0,0.537918871
7,0,0.624338624
7,0,0.574955908
7,0,0.590828924
7,0,0.560846561
7,0,0.562610229
7,0,0.603174603
7,0,0.652557319
7,0,0.721340388
7,0,0.634920635
7,0,0.610229277
7,0,0.728395062
7,0,0.747795414
7,0,0.693121693
7,0,0.721340388
7,0,0.684303351
7,0,0.668430335
7,0,0.735449735
7,0,0.731922399
7,0,0.71957672
7,0,0.633156966
7,0,0.634920635
7,0,0.641975309
7,0,0.670194004
7,0,0.610229277
7,0,0.680776014
7,0,0.694885362
7,0,0.576719577
7,0,0.574955908
7,0,0.615520282
7,0,0.626102293
7,0,0.615520282
7,0,0.523809524
7,0,0.552028219
7,0,0.599647266
7,0,0.650793651
7,0,0.537918871
7,0,0.57319224
7,0,0.523809524
7,0,0.497354497
7,3.1,0.511111111
7,0,0.548717949
7,1.2,0.535042735
7,3.1,0.471794872
7,5.9,0.593162393
7,1.2,0.488888889
7,0,0.632478632
7,0,0.538461538
7,0,0.478632479
7,0,0.538461538
7,0,0.611965812
7,0,0.562393162
7,0,0.606837607
7,0,0.593162393
7,0,0.567521368
7,0,0.711111111
7,0,0.555555556
7,0,0.524786325
7,0,0.547008547
7,0,0.68034188
7,0,0.632478632
7,0,0.545299145
7,0,0.717948718
7,0,0.622222222
7,0,0.608547009
7,0,0.682051282
7,0,0.676923077
7,0,0.553846154
7,0,0.71965812
7,0,0.603418803
7,0,0.634188034
7,0,0.627350427
7,0,0.615384615
7,0,0.608547009
7,0,0.61025641
7,0,0.492307692
7,0,0.598290598
7,0,0.509401709
7,0,0.555555556
7,0,0.709401709
7,0,0.54017094
7,0,0.555555556
7,0,0.487179487
7,0,0.538461538
7,0,0.502564103
7,0,0.552136752
7,0,0.507692308
7,2,0.00112985
7,0,0.001236143
7,0,0.001216459
7,0,0.001169218
7,0,0.001133787
7,0,0.001137724
7,0,0.001224332
7,0,0.001177091
7,0,0.001220396
7,0,0.001279447
7,0,0.001314878
7,0,0.001472348
7,0,0.001358182
7,0,0.001413297
7,0,0.001326688
7,0,0.001492032
7,0,0.001413297
7,0,0.001468411
7,0,0.001417234
7,0,0.001346372
7,0,0.001488095
7,0,0.001373929
7,0,0.001342435
7,0,0.001472348
7,0,0.00140936
7,0,0.001535336
7,0,0.001484158
7,0,0.001480222
7,0,0.001503842
7,0,0.001393613
7,0,0.001310941
7,0,0.001330625
7,0,0.001511716
7,0,0.001169218
7,0,0.001192838
7,0,0.001413297
7,0,0.001389676
7,0,0.001417234
7,0,0.001318815
7,0,0.001133787
7,0,0.001220396
7,0,0.537142857
7,0,0.655238095
7,0,0.586666667
7,0,0.577142857
7,0,0.571428571
7,0,0.64
7,0,0.575238095
7,0,0.64952381
7,0,0.580952381
7,0,0.697142857
7,0,0.626666667
7,0,0.647619048
7,0,0.6
7,0,0.577142857
7,0,0.668571429
7,0,0.63047619
7,0,0.643809524
7,0,0.699047619
7,0,0.68952381
7,0,0.697142857
7,0,0.68952381
7,0,0.683809524
7,0,0.740952381
7,0,0.68952381
7,0,0.739047619
7,0,0.708571429
7,0,0.773333333
7,0,0.655238095
7,0,0.672380952
7,0,0.598095238
7,0,0.657142857
7,0,0.643809524
7,0,0.683809524
7,0,0.662857143
7,0,0.727619048
7,0,0.617142857
7,0,0.563809524
7,0,0.628571429
7,0,0.632380952
7,0,0.632380952
7,0,0.573333333
7,0,0.601904762
7,0,0.592380952
7,0,0.596190476
7,0,0.556190476
7,0,0.622857143
7,0,0.627722772
7,0,0.627722772
7,0,0.611881188
7,0,0.673267327
7,0,0.605940594
7,0,0.637623762
7,0,0.631683168
7,0,0.625742574
7,0,0.697029703
7,0,0.84950495
7,0,0.78019802
7,0,0.64950495
7,0,0.742574257
7,0,0.805940594
7,0,0.885148515
7,0,0.76039604
7,0,0.702970297
7,0,0.778217822
7,0,0.695049505
7,0,0.794059406
7,0,0.811881188
7,0,0.75049505
7,0,0.726732673
7,0,0.742574257
7,0,0.596039604
7,0,0.691089109
7,0,0.683168317
7,0,0.63960396
7,0,0.62970297
7,0,0.588118812
7,0,0.621782178
7,0,0.59009901
7,0,0.588118812
7,0,0.596039604
7,0,0.623762376
7,0,0.655445545
7,0,0.627722772
7,0,0.637623762
7,0,0.699170124
7,0,0.738589212
7,0,0.736514523
7,0,0.767634855
7,0,0.738589212
7,0,0.763485477
7,0,0.670124481
7,0,0.738589212
7,0,0.713692946
7,0,0.744813278
7,0,0.732365145
7,0,0.757261411
7,0,0.769709544
7,0,0.813278008
7,0,0.794605809
7,0,0.755186722
7,0,0.699170124
7,0,0.817427386
7,0,0.744813278
7,0,0.780082988
7,0,0.641078838
7,0,0.676348548
7,0,0.647302905
7,0,0.628630705
7,0,0.690871369
7,0,0.657676349
7,0,0.742738589
7,0,0.68879668
7,0,0.701244813
7,0,0.686721992
7,0,0.622406639
7,0,0.678423237
7,0,0.701244813
